,Wavelength (nm),Mean Curve (s.u.),Std (s.u.),Correction Value,Mean Corrected (s.u.),Std Corrected (s.u.),Transmittance,Std Transmittance,Absorbance,Std Absorbance
1534,628.24,230.3155,9.830868417896763,1.368860752299294,255.2965,13.457089938277532,1.0,0.06782675062165662,0.0,0.02945678352041342
1535,628.412,240.3286,7.5592868870019725,1.3329990878566909,257.4973,10.076522525220673,1.0,0.05020664508198888,0.0,0.021804468913982803
1536,628.584,236.14430000000002,5.776428170591235,1.3690089744000176,256.58240000000006,7.907982005516476,1.0,0.039347949844702614,0.0,0.017088597491760258
1537,628.756,227.6283,8.10653792996739,1.3893680319740362,258.91040000000004,11.26296464988167,1.0,0.05621975654230869,0.0,0.024415930040268898
1538,628.928,224.929,6.7414891678322855,1.5034606481671624,274.5474,10.135563673881032,1.0,0.047551969155673175,0.0,0.020651557807942488
1539,629.1,231.85430000000002,10.38689758349431,1.569096221206745,299.7308,16.298041748322394,1.0,0.07045337537687853,0.0,0.030597512157636775
1540,629.272,240.01479999999998,9.368478081310755,1.5391823478842295,306.16029999999995,14.419796089293829,1.0,0.0611708245906837,0.0,0.02656615157320567
1541,629.444,252.1024,8.775370649721866,1.466304089535029,301.1249000000001,12.867361870872838,1.0,0.055114299504120834,0.0,0.023935836148602802
1542,629.616,246.79180000000002,8.541056325771414,1.4056117614635228,284.0799,12.005409226826723,1.0,0.05462327912072411,0.0,0.023722588705591584
1543,629.788,235.07420000000002,9.963760211887882,1.3075789628144145,256.638,13.028403243591889,1.0,0.06613390451103736,0.0,0.028721589795860095
1544,629.96,216.8195,8.404333147252082,1.2888548883810567,230.38989999999998,10.831965860418796,1.0,0.06093414120361445,0.0,0.02646336128424332
1545,630.132,222.93880000000004,9.92607066063908,1.3026417378694224,232.8321,12.930113935589578,1.0,0.07117862638154714,0.0,0.03091248466695914
1546,630.304,179.7627,9.020106152923033,1.3880890685497649,199.43799999999996,12.520710748030936,1.0,0.08036878057307285,0.0,0.0349037179201788
1547,630.476,174.50759999999997,9.010031633684761,1.386059338164576,199.8893,12.488438483026995,1.0,0.08105013856358047,0.0,0.035199627935656945
1548,630.648,171.40019999999998,6.93104214097707,1.500136298063623,222.32709999999997,10.397507899088309,1.0,0.06182506700718765,0.0,0.026850285444520384
1549,630.82,194.2846,9.69192051349989,1.470193508016815,234.01320000000004,14.248998619162533,1.0,0.07871523679088573,0.0,0.0341855929799895
1550,630.992,215.286,10.169891061363446,1.4465209513854098,260.4325,14.710960493569427,1.0,0.07363601908551888,0.0,0.03197971675816338
1551,631.164,248.7119,9.194288884410799,1.3432970282494896,280.91819999999996,12.350660935296341,1.0,0.05744175827096739,0.0,0.02494663864790161
1552,631.336,275.09080000000006,7.282447594044182,1.3958510807099718,314.93219999999997,10.165212344360306,1.0,0.04174503961384418,0.0,0.01812964035112518
1553,631.508,294.79290000000003,7.553961787697896,1.4011696856882376,331.0524,10.58438226376962,1.0,0.04097348033781588,0.0,0.01779455641508482
1554,631.68,306.3913,7.49032984654214,1.4620374989068083,361.0987,10.951143114825488,1.0,0.038953781556042025,0.0,0.016917412379053715
1555,631.852,307.9298,8.448545268861384,1.4823092698788267,376.641,12.523356969024134,1.0,0.043108432754793556,0.0,0.018721754468904235
1556,632.024,316.3988,9.184557210883927,1.5324324303671137,401.07219999999995,14.074713328520655,1.0,0.04554281465590667,0.0,0.01977899309540281
1557,632.196,331.82460000000003,10.095931241841944,1.4744196418134832,409.9468999999999,14.885639325370153,1.0,0.04737309669440982,0.0,0.02057387448505136
1558,632.368,342.3872,8.830135761130741,1.423051167359065,399.3009,12.565735002816126,1.0,0.040687083924633514,0.0,0.017670176033202836
1559,632.54,339.09839999999997,6.673881077753781,1.3776974499588908,373.1663,9.194588942150277,1.0,0.0315349184521004,0.0,0.013695441071016237
1560,632.712,317.16970000000003,9.280858269039571,1.3080101116662353,328.5656,12.139456460844952,1.0,0.04713070006919823,0.0,0.020468602968289996
1561,632.884,273.75100000000003,10.095263275417842,1.3047431065906416,286.42359999999996,13.171725167819092,1.0,0.0589469695622383,0.0,0.025600343605799034
1562,633.056,245.43980000000002,9.811367710976892,1.322428612169685,258.2834,12.974833385513632,1.0,0.0641990200029169,0.0,0.02788128013086329
1563,633.228,217.20569999999998,4.50551140382532,1.4768583481991366,260.7005,6.654002129645836,1.0,0.032889606599656084,0.0,0.014283774658199409
1564,633.4,212.6005,10.794088727169148,1.4823879708545236,257.9908,16.00102728549196,1.0,0.08015270681946766,0.0,0.03480987828130394
1565,633.572,211.2757,7.498406004611917,1.4688600474280396,257.98249999999996,11.014108999568958,1.0,0.055518741499299556,0.0,0.024111483075358865
1566,633.744,200.12469999999996,7.987398763677693,1.5438238629264391,261.94429999999994,12.33113681407476,1.0,0.061717673143060675,0.0,0.026803644881939773
1567,633.916,196.02339999999998,8.865251312850647,1.5210224122181681,255.92860000000002,13.484245936792373,1.0,0.06943572162494478,0.0,0.03015555074868381
1568,634.087,192.6432,5.756950091845509,1.448883302763914,237.93040000000002,8.34114886292014,1.0,0.04606575355700573,0.0,0.02000610257452268
1569,634.259,181.2229,5.22532487889509,1.5188423836120761,231.36039999999997,7.936444894208501,1.0,0.04481187224679058,0.0,0.01946154884053462
1570,634.431,180.2888,4.225192014571646,1.5083104264722387,231.1172,6.372901169425656,1.0,0.03618804981214817,0.0,0.015716270344255955
1571,634.603,187.64849999999998,9.399029824934061,1.4163607438923345,232.9946,13.312416874709845,1.0,0.07598287683350441,0.0,0.03299894412792539
1572,634.775,193.64610000000002,6.080164528201513,1.4619217069241635,247.5665,8.888724505448106,1.0,0.047696756373641014,0.0,0.020714438097756045
