,Wavelength (nm),Mean Curve,Std,Correction Value,Mean Corrected,Std Corrected,Transmittance,Std Transmittance,Absorbance,Std Absorbance
2413,779.611,132.4273,13.035348610988507,1.768306629152603,234.1720724707805,23.050493362126154,0.8531977689998707,0.11877084183029396,0.06895028884416549,0.06045669959775574
2414,779.784,72.40105000000001,19.24807664652497,1.6725039889686797,121.09104493052085,32.192484971287904,0.7987430570211531,0.30030638680813837,0.0975929038701709,0.16328330559450988
2415,779.956,58.89425,8.854247111669066,1.9053504270558403,112.21418438863343,16.870443515476595,0.7807274067377125,0.1659942964207007,0.10750057484814947,0.09233748724686693
2416,780.129,69.41761999999999,13.069558761396651,2.244311453022865,155.79475960758907,29.332160414157837,0.8414438517582559,0.22404298243767262,0.07497485851777384,0.11563532228384804
2417,780.301,74.00672,12.323731681337435,2.072158576216337,153.3536595456411,25.53672629447234,0.7823511682983726,0.1842416484755991,0.1065982645604217,0.10227521158272908
2418,780.473,74.6969,17.378181439207037,1.901292607025588,142.02066373772965,33.04100789391363,0.6965303794495056,0.22916949600631867,0.15705993690038142,0.1428897438971054
2419,780.646,62.49422,13.008239794591733,2.1897150715681954,136.84453541989853,28.484338732790683,0.7150151625837429,0.2104790774663357,0.1456847484693676,0.1278433055453012
2420,780.818,74.69604,11.732900416452875,1.7905628952718828,133.74795764774436,21.00849613962054,0.8712563587881591,0.1935391212502129,0.059854039222162064,0.09647329576828813
2421,780.991,38.796820000000004,21.04718213732185,2.272549072052359,80.88723,47.83075423548776,1.0,0.8024777656317055,0.0,0.3485116654639006
2422,781.163,54.23606000000001,14.781148199595323,2.2410417066897037,91.10657,33.12516958805455,1.0,0.4543898169315191,0.0,0.1973389901263875
2423,781.336,49.86387,14.234887513363075,2.042653038209873,101.85458555240214,29.07693622774687,0.9099076987983071,0.36735029713413153,0.04100266035545599,0.1753344951159018
2424,781.508,52.95086,15.566786716994615,1.9687566659299651,104.24735859172435,30.647215116193188,0.8155187855051015,0.3390587248349258,0.08856603051918102,0.18056154665494234
2425,781.681,70.35169,16.180411569824177,2.1061484314156744,148.1711015409418,34.07834844744522,0.9598712507251732,0.31220726999832304,0.017787015761927014,0.14125841821797822
2426,781.853,67.21247,10.54422072483785,1.8691030065327303,125.62702975349093,19.708234658339148,0.7384972917999817,0.16384324384657087,0.13165109298369104,0.09635271176995318
2427,782.026,67.81886,10.913617951000484,2.273985188026566,154.21908310884737,24.81740556835594,0.8860487180820474,0.2016465800435187,0.052542398414844434,0.09883654839784246
2428,782.198,75.01462000000001,16.564045260189314,1.6850131875526104,126.40062395924781,27.910634702637303,0.7206667500555766,0.2250453158654847,0.14226551484981587,0.13561877088268204
2429,782.37,70.29827999999999,13.39587524395476,2.0061385151473203,141.02808705661056,26.87398127100615,0.8728298070601616,0.2352182214801944,0.05907043104859696,0.11703767997568418
2430,782.543,81.10228,13.214135062333819,1.7812305452364718,144.46185842432098,23.537421001909248,0.8127885017411823,0.18728294366864903,0.09002244884174739,0.10007025052107807
2431,782.715,59.80434,23.010005876931018,2.0794028861163842,124.35731719828553,47.847072630045325,0.758444662097475,0.41268902996311757,0.12007610086595927,0.2363106728964668
2432,782.888,74.10117,9.27009872752712,2.0147103009964606,149.2923905148899,18.676563397603072,0.8061192075918913,0.14261774370912136,0.09360073068715447,0.07683491291491544
2433,783.06,53.66732999999999,13.244555260940247,2.116652374333512,113.5950814686401,28.03411934006058,0.6755009774294416,0.23575904847702162,0.170374018230543,0.15157469379535662
2434,783.233,54.058890000000005,10.866253483096187,2.4674574706272634,133.38801198431747,26.81201833459521,0.8142337181919304,0.23146044759642506,0.08925091703708145,0.12345594750509857
2435,783.405,49.98772000000001,21.704970420288532,2.4519066649998646,122.56522383614706,53.218561637130364,0.7648681372369758,0.4696749925564469,0.116413430475776,0.26668290601314243
2436,783.578,54.73554,14.239633890462214,1.850712468699712,101.29974635901183,26.35346799079741,0.7026867698872773,0.25852716933857744,0.1532382232367109,0.15978232105298187
2437,783.75,51.4899,12.668366934297412,2.3515462856394276,121.08088309294556,29.790251209464422,0.963607781489487,0.33528481283819006,0.016099701570850722,0.15111163159819205
2438,783.923,39.15417,14.811048633641711,1.9782693933194162,77.45749613182528,29.300244194898756,0.8161650166186019,0.43661711868492836,0.08822202438155029,0.23233096431278696
2439,784.095,31.116215,17.357530594216016,1.9356403263442263,60.22980055719711,33.59793618391818,0.8009620693693843,0.6318705633967345,0.09638805002514732,0.3426103550401033
