Wavelength (nm),Curve-1_E (s.u),Curve-2_E (s.u),Curve-3_E (s.u),Curve-4_E (s.u),Curve-5_E (s.u),Curve-6_E (s.u),Curve-7_E (s.u),Curve-8_E (s.u),Curve-9_E (s.u),Curve-10_E (s.u)
509.37,171.809,175.316,170.246,170.519,175.447,170.815,157.182,183.41,173.857,176.497
509.542,175.87,162.963,173.554,168.535,191.112,187.493,175.693,155.862,190.039,185.322
509.713,188.067,192.335,170.273,179.422,176.997,206.091,180.786,167.977,190.621,181.093
509.885,193.54,191.469,170.175,209.234,163.716,213.333,177.136,192.974,199.897,189.863
510.057,180.228,193.531,176.659,194.309,189.148,187.793,178.796,177.125,169.456,184.618
510.228,166.949,182.594,188.917,183.121,196.392,190.244,178.914,193.449,188.482,171.624
510.4,193.443,176.862,175.345,189.925,197.828,179.414,168.952,181.563,178.215,184.52
510.571,154.326,200.132,181.582,183.125,194.78,182.642,167.181,176.27,170.177,175.718
510.743,174.791,169.015,151.764,174.037,172.177,170.803,157.139,153.451,152.643,157.901
510.914,169.528,193.197,173.97,176.261,180.891,189.741,180.337,174.154,158.389,170.119
511.086,149.03,169.265,179.758,202.068,172.678,174.06,166.125,174.698,194.642,169.645
511.258,169.882,182.113,167.081,196.655,183.274,168.39,185.229,179.29,175.211,184.247
511.429,170.677,147.21,150.681,170.675,168.322,170.933,138.845,168.068,166.776,168.524
511.601,156.457,165.105,158.884,184.463,165.287,154.725,157.038,156.321,167.226,160.004
511.772,156.342,168.449,154.806,162.539,163.434,143.965,170.787,168.334,175.275,139.832
511.944,158.108,139.87,152.392,131.286,151.883,152.443,141.948,164.352,176.714,123.705
512.116,173.057,153.422,160.844,152.707,172.217,160.898,164.206,161.757,147.102,150.303
512.287,144.513,136.828,149.404,147.241,152.834,168.983,140.892,134.976,126.593,156.203
512.459,139.007,146.661,118.644,158.334,148.825,142.724,140.826,145.557,143.829,139.084
512.63,159.219,143.095,154.462,174.334,191.329,154.514,168.221,160.072,148.436,175.891
512.802,158.722,164.388,150.26,158.73,186.341,151.055,153.367,141.018,148.455,154.344
512.974,158.15,171.411,137.686,158.411,168.658,167.737,160.699,156.513,150.672,160.672
513.145,184.717,174.884,189.571,157.74,175.577,173.914,160.267,182.831,179.963,177.413
513.317,144.057,173.513,167.581,163.231,153.573,148.227,148.077,122.277,156.488,165.485
513.488,171.635,172.355,170.602,173.857,145.949,199.954,177.101,178.288,161.308,174.614
513.66,142.364,157.224,177.902,171.158,188.647,178.192,152.21,168.991,183.746,157.524
513.832,159.075,183.927,154.874,169.096,177.075,174.422,188.421,177.898,169.007,162.289
514.003,167.821,169.273,188.757,192.011,185.841,174.646,157.419,144.934,163.358,163.231
514.175,185.384,169.806,172.434,173.25,173.433,168.831,187.668,187.861,172.681,170.586
514.346,164.786,173.051,150.125,172.359,165.726,194.955,169.506,176.273,175.439,155.579
514.518,155.773,160.124,167.093,173.24,166.409,179.727,172.093,162.581,170.024,165.731
514.69,165.352,173.343,171.595,175.08,172.36,164.125,172.963,162.718,185.431,184.533
514.861,172.968,156.948,167.33,181.734,169.063,174.41,182.527,159.418,158.126,168.151
515.033,167.785,183.492,166.033,165.887,172.124,173.811,184.321,177.718,166.065,170.713
515.204,180.309,142.238,190.368,179.627,184.403,179.326,174.868,149.481,205.113,155.755
515.376,163.501,185.202,161.752,180.904,184.236,163.724,188.2,178.227,151.666,180.165
515.548,171.198,182.541,146.512,181.376,191.228,186.873,174.195,170.734,196.767,193.676
515.719,200.53,200.046,187.223,176.728,181.503,182.447,201.594,183.922,184.623,174.78
515.891,174.065,180.792,201.637,196.937,183.683,175.966,188.825,195.213,169.497,171.197
516.063,152.982,159.461,171.155,172.223,197.622,176.474,186.916,163.297,188.257,158.034
516.234,172.001,160.2,179.646,180.229,166.463,190.041,185.827,164.546,173.917,194.175
516.406,170.398,170.878,170.818,176.213,167.997,191.782,167.614,175.694,173.279,163.682
516.577,162.581,158.51,172.579,171.971,181.522,208.072,178.974,182.695,168.102,171.215
516.749,164.001,147.428,188.197,166.927,163.048,183.434,157.138,176.971,181.294,155.61
516.921,165.682,178.876,168.018,178.921,159.937,151.027,189.292,167.837,164.488,178.168
517.092,154.051,164.988,185.347,172.165,157.182,159.724,172.453,160.191,150.296,174.477
517.264,154.677,172.874,170.415,191.594,161.877,166.624,156.457,181.72,185.096,164.98
517.435,158.393,159.114,150.719,154.407,192.435,163.833,178.95,180.235,160.813,169.802
517.607,185.394,163.078,178.916,179.039,179.262,163.515,148.216,158.044,170.479,155.463
517.779,148.958,149.205,161.442,169.385,171.981,162.898,165.644,152.935,173.882,171.442
517.95,156.412,165.69,161.1,171.444,170.238,178.014,183.855,171.827,162.16,166.152
518.122,168.83,170.023,149.616,162.984,168.414,173.997,175.322,162.393,193.716,159.831
518.293,165.86,177.022,164.133,184.666,180.618,176.746,172.376,167.48,156.892,208.092
518.465,186.38,168.674,160.326,186.208,183.368,168.628,166.882,178.527,159.045,177.149
518.637,167.043,173.936,160.566,177.073,176.583,170.574,154.091,151.807,159.967,159.199
518.808,171.975,185.169,171.671,159.1,176.517,175.939,175.382,177.788,189.71,179.481
518.98,152.199,183.514,176.84,182.862,166.39,184.875,174.669,187.429,164.521,191.475
519.152,171.442,174.985,181.016,156.93,195.269,162.468,163.794,165.725,178.115,180.353
519.323,144.067,169.747,175.079,166.504,157.322,166.871,179.97,159.539,189.123,167.824
519.495,161.328,195.546,167.865,171.773,162.57,171.672,175.829,167.399,169.423,159.656
519.666,160.341,142.045,186.566,155.951,160.184,176.972,164.211,166.601,175.226,168.528
519.838,154.492,141.422,143.435,151.063,154.35,145.335,154.375,144.114,173.071,166.141
520.01,150.72,165.013,156.733,144.946,155.956,150.445,153.175,154.374,168.846,148.11
520.181,149.376,160.891,127.951,129.032,153.914,139.95,141.511,122.778,141.259,161.548
520.353,142.514,145.566,158.757,155.413,164.289,131.75,177.825,151.5,151.962,152.026
520.525,143.968,134.45,153.437,137.999,160.829,151.604,139.199,121.984,138.281,156.488
520.696,144.551,156.208,158.904,141.841,166.992,157.07,160.723,143.511,157.014,169.632
520.868,152.244,137.881,133.373,150.009,167.441,147.788,146.098,165.586,169.095,135.947
521.039,164.144,165.797,142.642,163.526,167.274,172.02,169.852,161.011,176.151,173.649
521.211,159.353,152.672,154.421,166.844,155.543,145.194,145.364,146.964,156.039,165.309
521.383,150.945,158.419,185.8,161.272,160.828,159.517,185.525,130.348,150.608,159.981
521.554,147.746,155.391,158.056,156.377,177.417,159.697,166.793,151.764,182.991,182.071
521.726,140.785,159.539,134.005,175.553,164.491,145.359,161.02,150.364,156.894,163.382
521.898,167.593,172.705,152.498,163.524,169.567,168.698,185.969,153.365,173.991,162.449
522.069,159.735,184.291,164.288,144.32,145.047,158.066,156.616,158.682,163.36,154.123
522.241,151.341,164.038,174.984,147.751,178.19,158.888,156.531,180.443,158.654,164.63
522.412,175.324,167.097,156.202,174.504,149.773,150.489,172.466,165.072,172.3,171.808
522.584,164.115,150.372,156.691,155.258,150.025,120.897,149.087,159.369,154.428,144.297
522.756,156.212,159.227,162.785,174.658,159.341,158.909,169.868,175.089,164.199,154.76
522.927,142.514,120.578,132.823,137.122,142.897,140.626,155.914,118.318,169.489,141.748
523.099,150.58,159.116,144.068,157.112,169.109,142.483,145.648,148.821,149.383,168.206
523.271,131.254,144.832,124.749,145.356,136.68,128.904,141.71,123.524,151.413,131.64
523.442,142.372,140.351,136.578,152.305,154.418,129.055,138.841,147.919,172.752,154.636
523.614,140.381,117.436,152.818,148.909,138.049,155.568,133.683,150.438,149.25,134.602
523.785,147.961,147.54,148.111,157.665,159.778,165.278,167.291,135.448,166.224,158.624
523.957,130.425,144.413,139.953,161.862,156.198,159.416,141.53,138.492,155.099,155.047
524.129,169.441,152.598,169.817,185.057,176.676,170.294,170.253,164.474,184.479,173.917
524.3,155.883,146.178,152.174,156.675,159.919,137.006,160.094,153.646,169.266,152.159
524.472,162.129,153.322,162.048,174.719,175.469,178.402,192.436,174.641,187.093,169.067
524.644,154.818,170.337,171.583,173.136,180.711,158.855,175.435,165.789,172.338,171.574
524.815,169.339,186.645,167.667,183.761,173.377,182.454,166.061,165.741,171.384,177.197
524.987,166.263,185.109,174.563,187.898,179.813,175.261,184.971,181.922,192.102,174.547
525.159,160.04,177.029,168.317,160.833,149.613,174.434,185.025,167.514,174.749,174.17
525.33,182.081,185.061,197.348,192.582,188.597,208.876,200.047,172.842,194.524,179.493
525.502,184.535,195.625,198.651,207.868,199.61,204.752,186.021,195.138,200.571,190.738
525.674,207.557,204.235,187.025,223.408,214.956,192.433,194.66,193.624,194.796,199.803
525.845,195.867,183.34,207.01,184.312,210.224,193.326,203.637,190.249,190.751,191.485
526.017,170.619,198.199,188.662,202.303,190.758,194.942,177.918,199.475,196.42,196.907
526.188,210.569,200.756,195.017,200.382,192.851,201.083,183.806,187.919,200.538,190.725
526.36,182.518,169.076,207.614,194.555,205.881,209.877,190.521,179.371,177.84,160.372
526.532,188.701,180.684,169.343,179.414,190.262,178.321,183.011,208.86,198.619,160.122
526.703,189.538,184.696,192.79,179.653,194.449,181.225,184.335,170.137,199.196,167.59
526.875,162.716,158.093,157.728,181.113,179.655,176.896,157.287,161.57,167.922,149.221
527.047,157.697,170.206,166.282,161.166,157.712,190.534,163.842,164.554,152.449,175.355
527.218,138.836,152.018,160.997,137.412,170.666,147.659,161.448,146.365,173.854,163.4
527.39,131.516,142.935,145.245,146.355,165.397,171.997,162.63,171.374,160.789,158.796
527.562,139.579,163.2,147.272,162.167,156.936,167.513,164.618,134.872,183.91,150.783
527.733,154.471,160.724,158.585,143.771,144.548,165.673,148.641,152.867,144.406,164.062
527.905,126.395,149.636,154.121,152.587,169.703,163.181,158.329,160.109,159.408,141.702
528.077,152.698,157.836,139.143,142.024,144.79,135.619,141.805,154.622,142.664,140.411
528.248,154.062,123.348,147.595,137.94,157.631,137.269,146.953,140.794,151.121,133.682
528.42,138.329,145.856,157.332,156.036,161.87,162.826,170.74,126.393,152.519,120.612
528.591,159.183,158.154,145.294,150.136,166.254,161.724,148.381,156.246,161.525,153.328
528.763,152.231,156.684,146.436,153.916,151.412,172.326,148.868,160.482,171.68,142.421
528.935,156.076,141.009,151.159,152.716,167.539,166.517,160.828,147.876,148.766,150.434
529.106,143.276,179.736,139.675,160.526,165.26,146.697,139.038,164.675,162.278,156.929
529.278,144.098,160.571,154.942,136.156,160.133,141.822,155.62,131.098,154.098,136.497
529.45,130.826,157.268,157.104,159.316,143.98,139.671,165.412,147.501,185.267,147.438
529.621,156.671,156.958,141.093,159.007,145.407,169.665,153.331,162.454,156.622,151.268
529.793,159.797,149.174,168.867,162.57,150.27,166.908,154.273,147.038,156.691,150.901
529.965,151.945,152.668,149.892,146.227,170.959,143.802,155.577,150.309,153.428,174.838
530.136,151.03,152.188,169.17,153.144,171.092,152.456,172.891,169.363,169.236,153.458
530.308,151.223,141.114,149.827,140.336,139.186,132.28,162.209,161.063,161.168,137.177
530.48,144.848,156.626,138.466,148.045,151.878,148.005,150.853,135.185,144.175,154.639
530.651,135.668,133.801,143.345,153.974,148.946,147.449,147.483,142.441,142.14,123.389
530.823,139.865,142.313,140.63,126.672,155.279,155.285,156.615,153.945,138.789,161.227
530.995,142.597,148.295,144.23,154.657,174.491,134.715,144.913,137.057,166.59,147.171
531.166,140.923,162.925,147.917,156.999,164.685,152.644,170.095,150.656,156.625,170.818
531.338,143.935,151.323,162.11,143.891,154.803,156.089,149.895,146.362,140.936,155.779
531.51,142.042,144.267,141.514,130.845,153.322,162.106,148.849,139.522,146.996,148.065
531.681,136.949,156.527,155.489,142.266,136.436,146.274,156.175,143.641,169.327,139.105
531.853,142.641,132.244,144.465,131.055,157.959,145.745,143.441,130.708,142.888,127.681
532.025,135.149,160.63,142.518,147.066,140.412,138.672,136.375,141.161,151.838,126.191
532.196,144.111,139.712,142.943,144.076,148.521,141.232,143.203,143.081,145.433,146.039
532.368,138.214,158.763,133.636,150.332,149.443,170.297,157.133,143.149,135.49,149.515
532.54,132.784,127.119,145.672,164.267,155.29,144.176,138.481,157.513,143.269,123.628
532.711,135.929,154.226,144.295,160.887,144.139,148.099,141.597,144.194,150.613,162.171
532.883,131.558,141.588,141.817,174.89,158.796,134.197,153.928,145.731,152.998,142.543
533.055,142.24,154.387,136.002,142.851,128.869,143.61,124.423,109.457,139.357,138.844
533.226,125.373,139.166,144.028,132.521,132.717,139.804,132.283,130.213,157.927,123.879
533.398,131.134,163.384,135.442,140.997,138.255,149.514,143.91,137.841,133.131,152.126
533.57,121.727,122.031,120.36,133.908,138.945,139.488,136.403,113.299,137.392,128.223
533.741,147.853,129.711,123.011,145.326,134.84,124.049,136.701,122.251,142.519,134.198
533.913,122.367,118.678,123.523,115.416,132.012,135.495,131.362,114.993,149.587,129.069
534.085,135.823,137.177,118.089,132.872,132.656,135.498,150.051,130.763,133.626,133.277
534.256,116.878,135.355,118.859,132.952,121.886,132.841,134.173,129.787,140.818,122.063
534.428,143.825,151.859,136.2,135.674,130.247,133.474,142.115,134.596,142.286,150.888
534.6,135.641,139.289,137.622,137.931,133.966,149.932,151.473,146.251,136.399,141.034
534.771,130.222,131.572,142.83,158.777,128.347,147.822,146.027,139.973,160.797,144.774
534.943,142.969,149.3,128.741,133.626,157.31,161.327,153.523,146.647,146.447,141.675
535.115,157.167,148.766,133.619,149.494,145.154,152.066,148.628,153.37,135.547,125.174
535.286,142.853,163.06,144.194,148.866,160.075,151.641,171.213,140.921,151.098,136.79
535.458,147.721,152.794,156.099,165.115,140.913,138.695,161.558,152.827,150.166,143.32
535.63,139.477,146.386,139.366,154.533,150.438,162.846,143.981,144.338,140.487,144.362
535.801,151.83,156.666,159.323,139.921,144.886,138.546,154.267,136.935,162.303,139.429
535.973,149.204,149.11,144.789,148.607,159.298,132.683,167.411,149.713,141.833,152.409
536.145,142.251,130.004,157.994,136.291,143.938,143.153,170.018,146.074,158.501,148.364
536.316,155.75,159.544,164.026,156.791,166.858,158.483,164.113,140.702,148.597,134.597
536.488,139.11,164.53,163.894,160.969,175.912,145.712,158.678,143.481,176.478,135.968
536.66,149.06,142.033,157.31,140.309,159.737,149.742,164.949,139.147,142.349,178.765
536.831,152.057,155.028,144.389,171.268,152.939,147.228,175.509,160.717,150.647,156.059
537.003,161.483,146.142,131.472,133.037,155.459,149.958,154.546,134.304,136.707,126.009
537.175,151.836,147.486,154.157,150.443,155.573,155.76,155.672,139.924,150.051,154.791
537.346,135.83,154.048,147.309,150.094,155.637,156.238,153.911,151.768,150.713,136.15
537.518,153.906,158.484,144.464,170.56,147.911,149.917,141.925,136.735,152.738,144.892
537.69,142.222,158.361,142.715,157.665,149.001,159.932,166.336,158.104,168.634,146.997
537.861,151.245,136.758,160.865,161.416,188.045,153.542,155.687,162.262,159.405,165.351
538.033,152.214,158.598,170.284,158.31,171.71,160.157,180.083,154.284,161.975,141.202
538.205,161.084,175.577,162.79,175.085,182.028,166.614,158.433,165.392,166.807,155.724
538.376,162.296,165.035,169.224,161.328,172.672,152.49,175.97,164.547,150.696,169.034
538.548,147.208,156.19,176.487,165.771,171.881,152.906,156.455,164.763,152.52,160.794
538.72,148.935,168.83,167.179,154.015,170.425,154.848,166.674,148.374,163.934,159.527
538.891,159.535,137.911,139.08,160.782,153.401,144.091,165.963,165.412,165.25,133.857
539.063,145.479,134.574,147.766,146.124,147.003,138.918,158.501,146.103,156.402,137.745
539.235,143.246,136.14,152.164,150.517,141.956,145.311,146.043,150.503,150.964,139.319
539.406,152.055,152.98,156.527,146.911,144.0,147.115,162.028,147.669,163.148,155.527
539.578,140.765,136.687,161.466,138.608,139.489,147.026,154.566,145.586,136.461,134.842
539.75,149.836,148.162,155.918,163.687,169.169,149.29,156.427,143.849,138.336,157.32
539.922,145.628,142.166,128.555,134.51,167.105,156.849,160.377,169.166,165.888,155.676
540.093,154.698,159.007,150.994,153.158,158.423,150.568,158.869,147.131,168.954,150.589
540.265,163.654,158.398,165.527,158.12,172.165,165.898,161.052,163.257,143.83,153.16
540.437,159.092,160.413,159.762,158.554,182.04,174.4,163.05,157.289,163.197,160.74
540.608,171.877,163.704,177.884,176.089,162.546,173.701,171.477,168.884,156.404,152.357
540.78,169.03,172.534,164.541,154.401,163.029,167.291,170.61,168.42,182.065,176.635
540.952,177.821,190.867,171.34,175.888,183.73,167.337,178.012,164.099,186.695,175.106
541.123,173.578,185.77,181.362,189.848,192.52,170.658,182.272,189.759,195.474,157.426
541.295,188.577,200.01,189.644,201.522,205.386,198.934,192.933,181.224,188.915,201.131
541.467,209.332,199.217,210.588,196.189,214.431,184.734,200.459,202.986,211.664,199.33
541.638,187.281,215.94,206.237,213.313,218.538,206.009,206.557,188.81,204.763,198.147
541.81,178.802,178.743,198.138,201.279,203.946,188.671,190.989,190.746,202.959,192.018
541.982,166.148,197.306,184.797,180.041,187.258,196.426,199.539,181.532,190.607,167.192
542.153,164.92,172.901,167.343,176.558,158.636,169.663,177.077,166.04,176.281,180.45
542.325,165.919,181.727,157.958,157.372,168.655,170.461,154.168,161.55,174.53,163.215
542.497,163.011,172.601,157.174,162.288,169.093,161.083,149.024,144.849,185.435,167.788
542.669,163.885,152.041,150.011,157.275,165.048,158.425,156.028,158.728,168.384,162.161
542.84,140.971,160.863,150.818,138.306,157.983,136.704,134.128,141.296,139.797,146.873
543.012,133.209,157.618,135.432,125.649,137.511,151.448,135.169,150.957,148.472,135.399
543.184,116.037,120.68,144.495,145.672,131.499,127.821,154.02,146.713,158.321,132.912
543.355,120.747,110.355,144.418,122.774,125.826,139.312,128.944,134.523,128.951,135.212
543.527,125.239,125.77,117.69,132.735,135.593,130.938,123.68,123.997,116.455,118.631
543.699,128.623,98.4989,131.035,125.379,120.035,120.066,131.946,130.31,121.21,119.088
543.87,113.238,118.24,118.55,129.25,141.04,126.48,122.182,128.887,105.883,104.518
544.042,131.143,138.284,134.125,120.34,139.518,128.064,114.047,126.975,126.31,132.526
544.214,152.729,129.19,116.298,112.431,138.191,129.269,136.429,119.442,134.317,117.223
544.386,117.475,129.445,125.1,133.454,127.193,116.341,126.788,130.755,132.632,118.268
544.557,144.353,120.404,129.652,125.004,131.354,118.154,132.896,132.413,118.345,124.945
544.729,125.224,120.331,128.777,121.432,127.964,112.655,126.782,126.097,129.138,131.637
544.901,120.33,108.675,121.554,119.061,131.776,131.965,113.954,125.451,129.081,128.856
545.072,132.573,121.542,131.478,128.037,155.555,145.319,147.427,136.699,140.729,122.17
545.244,132.953,138.108,135.325,139.975,134.54,145.298,130.27,122.245,134.366,126.988
545.416,110.593,113.439,112.388,129.941,127.2,122.748,146.23,135.509,141.083,120.611
545.587,125.959,126.686,139.271,132.007,137.344,145.569,126.548,134.858,132.756,139.209
545.759,119.848,141.179,126.071,141.506,141.076,148.563,135.072,132.823,123.763,140.263
545.931,139.367,123.344,126.336,145.235,134.986,130.149,120.511,142.907,129.805,119.925
546.103,125.969,132.851,135.454,123.369,136.405,121.76,136.367,129.116,122.384,127.124
546.274,119.024,103.454,132.698,116.82,130.013,121.729,119.998,100.868,127.927,119.979
546.446,110.272,124.308,113.421,112.29,117.064,117.819,125.713,132.534,118.045,122.238
546.618,117.204,130.225,114.0,128.247,140.5,130.863,110.303,122.264,136.871,117.396
546.789,126.213,119.65,126.465,146.069,143.921,127.385,130.64,126.466,131.665,128.32
546.961,138.163,128.356,137.456,119.108,138.034,119.029,140.476,131.323,126.566,118.238
547.133,116.096,134.091,146.662,129.046,120.566,125.134,135.68,129.78,132.1,113.599
547.305,122.495,137.529,139.338,133.47,124.86,127.089,128.426,151.529,128.321,143.463
547.476,126.377,140.537,130.851,139.905,142.745,117.763,136.753,138.72,138.929,129.253
547.648,146.3,144.733,123.798,152.327,143.118,142.303,139.816,138.51,141.041,146.29
547.82,128.581,129.882,116.793,133.076,143.363,133.184,131.272,133.213,126.576,139.078
547.991,131.976,118.602,126.697,139.13,136.438,124.56,122.466,116.006,140.85,129.482
548.163,117.567,119.631,122.587,144.199,139.59,128.654,127.128,127.726,138.282,129.579
548.335,112.754,132.962,135.731,121.067,123.139,131.87,127.668,122.54,128.513,127.066
548.506,134.059,153.078,125.542,141.593,123.468,139.028,117.12,119.425,140.836,126.231
548.678,139.344,136.07,147.973,155.641,151.806,152.314,128.502,136.522,149.359,135.897
548.85,140.947,133.86,134.523,140.669,134.544,126.286,120.571,127.261,130.761,142.265
549.022,125.29,136.469,138.647,130.528,142.669,140.125,122.46,138.239,140.801,139.9
549.193,128.569,137.636,127.486,139.103,141.363,144.501,138.825,127.45,143.672,140.293
549.365,139.159,141.787,157.838,138.505,160.15,145.823,154.192,152.869,142.318,154.72
549.537,129.288,145.41,139.987,150.68,157.312,151.917,140.331,138.438,143.47,149.412
549.708,132.908,147.889,139.805,151.829,142.117,146.034,137.679,129.134,139.678,146.189
549.88,120.409,124.937,142.127,138.947,143.488,119.852,126.889,139.438,124.518,124.757
550.052,122.593,125.415,119.793,107.464,135.621,141.838,129.847,119.009,123.084,127.335
550.224,128.4,112.448,113.86,116.758,127.547,119.693,118.565,113.445,116.589,131.406
550.395,120.12,122.361,126.418,134.613,112.461,125.239,122.034,131.865,137.476,128.227
550.567,120.595,107.861,126.526,123.737,117.845,122.691,125.924,112.272,126.411,132.512
550.739,102.737,90.2433,117.144,119.471,121.541,110.3,113.715,123.708,116.48,116.869
550.911,110.029,110.946,99.693,139.233,114.29,111.36,122.52,110.413,132.273,116.796
551.082,102.598,123.59,116.667,115.587,131.482,112.835,121.18,117.007,117.124,108.251
551.254,133.41,130.369,129.128,106.581,114.491,117.777,125.144,110.042,131.491,103.599
551.426,113.141,134.208,106.789,127.194,135.477,119.55,131.057,122.553,129.681,116.679
551.597,141.521,118.885,124.426,138.999,153.88,136.063,124.211,112.879,140.921,114.727
551.769,137.908,129.182,147.225,141.423,152.19,140.375,138.687,124.305,150.148,128.801
551.941,122.297,148.448,140.992,140.492,147.081,132.095,123.452,140.371,142.414,151.635
552.113,152.76,137.839,133.016,142.129,156.83,132.028,140.53,152.382,154.042,150.272
552.284,130.783,147.34,135.357,149.367,148.797,155.664,158.132,143.972,144.881,137.529
552.456,134.161,143.175,147.206,138.985,148.587,152.246,142.66,161.651,157.668,145.044
552.628,123.371,147.688,138.709,150.471,138.01,139.419,137.171,135.829,153.146,123.336
552.799,153.601,160.536,161.552,143.185,154.283,156.992,138.014,140.801,161.285,140.015
552.971,156.601,165.066,154.2,140.487,161.238,176.801,172.854,172.455,163.731,154.112
553.143,165.794,167.463,147.601,158.766,186.601,159.029,174.284,156.946,176.676,174.028
553.315,167.447,147.29,168.627,176.408,178.1,176.483,154.866,176.659,165.724,159.879
553.486,163.671,162.148,148.148,165.106,173.178,155.607,151.503,166.468,145.079,165.689
553.658,155.267,166.861,146.885,165.132,166.263,157.517,145.365,168.359,170.994,139.48
553.83,150.462,168.487,151.829,152.837,161.298,140.878,147.104,145.376,167.922,151.548
554.002,151.928,154.908,147.473,151.11,153.742,165.07,159.275,162.61,153.036,159.39
554.173,137.572,144.482,155.229,129.266,145.382,146.94,146.03,134.365,148.801,140.332
554.345,148.582,155.494,147.881,130.712,148.148,139.776,158.355,129.069,139.199,150.032
554.517,145.709,139.881,127.587,148.455,143.029,142.527,143.677,135.196,150.382,158.586
554.689,125.546,151.371,128.03,131.663,146.279,147.648,142.993,138.82,133.403,141.79
554.86,122.094,126.571,136.014,138.711,132.719,145.902,128.308,140.256,157.134,113.61
555.032,121.442,123.479,117.0,127.365,151.318,140.523,145.789,133.198,156.231,121.202
555.204,121.63,128.911,129.917,132.426,142.733,123.691,128.399,124.039,131.358,118.77
555.375,109.622,122.887,140.918,135.007,129.777,126.276,119.381,134.294,133.567,116.868
555.547,130.269,127.457,127.893,123.318,143.644,144.801,118.003,120.911,118.729,128.532
555.719,123.008,121.49,127.173,118.08,134.929,129.745,132.954,136.266,143.585,125.014
555.891,140.135,133.409,139.25,132.996,146.617,127.089,120.041,128.727,140.892,136.535
556.062,123.62,126.592,111.701,112.713,126.374,122.499,122.715,105.827,123.244,114.779
556.234,142.7,133.72,117.544,135.172,126.598,133.738,128.355,111.675,111.527,120.988
556.406,114.349,112.658,120.907,122.666,133.106,122.719,126.476,121.001,124.973,123.59
556.578,118.687,129.314,98.191,112.09,120.133,119.807,128.242,117.346,131.763,136.0
556.749,99.5699,115.235,104.845,123.596,121.182,103.304,110.056,118.207,119.925,120.799
556.921,114.308,118.203,108.954,125.24,126.562,124.922,105.4,123.764,110.97,104.19
557.093,106.862,109.832,120.36,126.416,122.506,92.4777,113.991,108.324,117.699,113.345
557.265,99.5657,108.53,111.032,110.92,116.918,112.482,102.777,103.471,126.887,109.248
557.436,102.326,114.458,114.713,118.716,102.462,127.565,113.573,110.335,120.832,119.846
557.608,110.032,118.436,104.651,123.073,123.83,125.011,103.882,104.764,126.499,110.917
557.78,104.599,121.816,112.33,124.583,116.533,123.526,132.171,112.446,128.197,114.668
557.952,126.28,109.788,113.975,124.532,122.295,118.233,128.555,113.527,120.658,128.101
558.123,135.447,142.953,137.381,115.039,131.23,139.407,135.095,129.228,126.188,124.674
558.295,109.086,110.378,132.071,124.62,132.892,135.033,127.159,130.506,132.748,117.315
558.467,129.568,129.918,116.026,134.024,129.674,127.122,129.78,124.475,137.265,124.624
558.638,141.712,138.298,131.597,132.416,152.181,138.517,141.361,143.401,169.732,144.119
558.81,117.345,133.739,121.739,133.88,146.52,145.854,138.509,153.211,143.35,130.9
558.982,134.143,143.185,149.312,161.277,145.773,148.323,161.187,156.069,156.96,146.392
559.154,152.827,153.555,165.405,159.577,164.114,156.255,160.628,149.434,165.665,150.526
559.325,144.928,142.426,158.851,156.623,166.672,160.518,165.274,150.083,169.744,149.844
559.497,155.026,151.387,172.739,161.779,171.634,168.139,152.578,167.202,168.439,171.331
559.669,166.453,157.252,152.191,155.481,168.244,154.06,160.361,132.512,159.488,151.357
559.841,140.824,151.663,132.487,147.222,138.609,146.754,145.42,132.852,144.361,148.823
560.012,135.724,154.596,151.062,157.408,145.727,144.909,151.021,144.746,137.158,155.194
560.184,121.753,129.563,138.084,129.7,139.238,149.148,121.959,117.211,144.24,126.531
560.356,133.278,132.473,127.591,130.311,136.405,138.66,128.888,135.248,131.258,124.078
560.528,129.26,142.652,138.531,151.423,134.69,143.289,152.301,139.876,148.144,129.641
560.699,154.86,145.375,154.537,155.721,155.29,150.645,164.505,135.476,145.288,136.753
560.871,148.153,143.261,129.421,153.856,143.917,155.739,155.718,158.714,173.382,158.44
561.043,154.107,144.546,143.303,145.454,148.112,148.702,144.409,144.117,155.885,141.704
561.215,152.691,148.39,146.372,139.432,152.918,149.624,160.244,150.267,158.153,147.482
561.386,139.024,151.209,132.875,146.68,153.222,156.145,146.799,143.985,156.726,142.541
561.558,143.021,153.894,171.771,153.438,161.173,142.275,152.0,141.777,164.884,136.028
561.73,145.978,161.079,154.202,177.138,166.005,166.404,147.345,165.12,154.942,163.676
561.902,139.279,160.934,172.794,191.183,175.461,159.265,148.865,156.817,175.462,139.902
562.074,156.493,176.375,176.108,167.512,153.756,170.406,165.487,171.281,188.355,176.073
562.245,166.079,162.874,159.074,169.291,179.82,153.539,161.754,177.235,175.099,155.313
562.417,175.061,188.561,156.857,171.788,169.739,168.812,170.148,167.545,193.906,168.818
562.589,153.743,177.71,182.177,166.413,159.825,175.843,159.846,158.626,181.483,172.897
562.761,188.215,164.864,160.658,168.542,178.909,187.469,169.463,167.064,165.48,173.072
562.932,159.603,174.398,175.333,168.578,153.219,166.981,152.463,151.657,167.671,149.955
563.104,146.738,164.325,166.055,169.605,158.197,161.067,144.153,162.392,176.63,177.746
563.276,167.747,171.254,170.207,169.391,174.847,162.831,161.981,172.899,162.916,168.211
