Wavelength (nm),Curve-1_E (s.u),Curve-2_E (s.u),Curve-3_E (s.u),Curve-4_E (s.u),Curve-5_E (s.u),Curve-6_E (s.u),Curve-7_E (s.u),Curve-8_E (s.u),Curve-9_E (s.u),Curve-10_E (s.u)
642.859,636.984,658.588,653.385,690.328,670.299,664.699,652.757,653.418,652.661,655.067
643.031,643.197,659.286,636.307,641.511,644.252,644.519,624.116,642.381,657.67,639.716
643.204,599.22,603.919,620.973,609.267,628.055,613.482,626.556,600.82,619.212,623.518
643.376,587.918,600.543,576.381,590.2,608.972,588.893,607.818,580.204,602.552,578.75
643.548,564.459,581.418,582.599,595.055,607.638,561.639,574.547,561.228,577.383,569.955
643.72,581.807,591.698,592.018,585.647,578.71,561.526,595.017,581.687,579.011,588.694
643.892,584.922,595.499,576.643,584.96,611.197,596.784,603.653,582.727,601.997,575.739
644.064,620.038,618.344,602.393,619.208,623.857,594.012,612.147,627.022,620.175,623.824
644.236,657.975,638.446,671.496,644.331,672.703,681.815,654.065,661.671,650.319,649.814
644.408,692.68,689.949,675.391,671.953,718.646,703.178,675.277,697.235,707.18,678.813
644.58,768.309,762.111,737.492,737.685,767.105,782.63,767.343,757.631,766.885,771.751
644.752,890.088,906.388,880.587,869.365,903.94,870.31,850.718,868.866,876.907,859.27
644.924,1070.3,1048.87,1073.78,1057.0,1079.49,1023.49,1050.11,1068.11,1039.44,1084.13
645.096,1418.54,1414.77,1371.97,1408.19,1395.69,1378.65,1380.0,1360.93,1433.4,1379.73
645.268,2013.37,2034.69,1965.09,2041.79,2010.95,2043.6,1962.03,2004.08,2003.29,2013.52
645.44,2923.02,2966.94,2934.48,2958.43,2961.01,2939.27,2910.09,2877.47,2921.94,2936.53
645.612,3876.41,3863.95,3795.55,3839.47,3900.53,3849.28,3812.62,3845.93,3790.63,3827.45
645.784,4470.71,4480.43,4437.34,4422.49,4516.04,4434.5,4430.31,4418.88,4403.4,4422.08
645.956,4676.32,4737.49,4674.26,4668.39,4725.17,4686.83,4696.14,4648.5,4699.67,4732.41
646.128,4775.59,4755.4,4760.27,4718.27,4789.7,4700.24,4751.26,4761.03,4798.88,4759.02
646.3,4769.53,4793.98,4723.33,4768.51,4807.18,4705.65,4765.76,4732.3,4775.74,4723.83
646.472,4858.71,4891.59,4812.16,4845.02,4900.07,4893.24,4793.97,4815.35,4837.81,4800.14
646.644,5118.79,5101.37,5027.7,5099.27,5179.33,5064.64,5035.43,5052.91,5048.21,5049.32
646.816,5231.62,5251.16,5232.5,5217.88,5260.53,5167.63,5147.89,5231.52,5230.86,5127.08
646.988,5275.38,5334.22,5270.17,5288.46,5294.51,5232.35,5317.73,5296.86,5255.31,5225.95
647.16,5343.6,5437.35,5348.49,5350.59,5408.74,5389.19,5317.54,5322.08,5365.83,5345.15
647.332,5289.85,5370.13,5315.62,5246.53,5290.88,5268.38,5241.87,5259.29,5234.08,5299.41
647.504,5240.59,5337.7,5237.29,5230.84,5302.91,5265.16,5234.9,5219.9,5240.52,5243.2
647.676,5175.61,5254.92,5214.22,5178.95,5169.48,5091.04,5152.1,5147.76,5138.86,5131.25
647.848,5142.36,5095.18,5068.16,5062.42,5235.21,5089.87,5086.33,5073.45,5063.38,5056.11
648.02,5002.34,5064.27,4997.64,4981.03,5153.22,5014.36,5008.36,4985.3,4961.0,5028.74
648.192,5127.51,5114.48,5092.85,5103.84,5088.81,5037.18,5009.77,5061.89,5027.58,4980.23
648.364,5164.2,5192.85,5125.99,5115.53,5164.7,5122.08,5051.69,5113.84,5141.96,5064.53
648.536,5107.21,5153.45,5072.18,5121.36,5110.51,5053.28,5023.41,5078.17,5052.04,5042.68
648.708,4981.57,5054.81,5019.15,5020.38,5110.32,5011.92,4940.75,5019.92,4989.36,4987.5
648.88,4935.79,5007.74,4946.45,5006.68,5040.85,4960.17,4931.84,4933.43,4989.48,4970.17
649.052,5121.74,5197.84,5089.84,5100.66,5124.7,5098.67,4995.34,5058.5,5067.07,5003.98
649.224,5649.57,5737.65,5601.99,5606.88,5711.45,5688.92,5655.91,5631.52,5633.98,5621.31
649.396,6674.52,6697.61,6620.22,6667.56,6700.18,6670.28,6596.34,6570.68,6667.28,6566.92
649.568,7742.54,7823.02,7808.03,7800.55,7818.8,7747.72,7690.73,7754.64,7702.96,7728.6
649.74,8627.81,8692.14,8659.71,8631.15,8682.69,8640.65,8575.26,8617.44,8532.96,8638.43
649.913,9546.18,9609.29,9534.7,9479.12,9518.12,9470.16,9502.69,9391.54,9514.58,9477.52
650.085,10268.4,16368.3,10284.3,10270.0,10287.6,10259.3,10207.4,10121.3,10304.7,10142.5
650.257,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
650.429,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
650.601,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
650.773,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
650.945,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
651.117,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
651.289,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
651.461,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
651.633,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
651.805,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
651.977,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
652.149,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
652.321,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
652.493,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
652.665,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
652.837,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
653.009,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
653.181,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
653.353,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
653.525,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
653.697,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
653.869,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
654.042,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
654.214,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
654.386,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
654.558,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
654.73,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
654.902,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
655.074,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
655.246,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
655.418,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
655.59,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
655.762,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
655.934,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
656.106,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
656.278,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
656.45,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
656.622,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
656.794,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
656.966,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
657.139,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
657.311,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
657.483,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
657.655,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
657.827,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
657.999,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
658.171,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
658.343,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
658.515,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
658.687,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
658.859,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
659.031,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
659.203,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
659.375,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
659.547,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
659.719,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
659.892,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
660.064,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
660.236,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
660.408,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
660.58,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
660.752,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
660.924,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
661.096,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
661.268,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
661.44,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
661.612,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
661.784,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
661.956,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
662.128,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
662.301,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
662.473,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
662.645,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
662.817,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
662.989,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
663.161,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
663.333,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
663.505,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
663.677,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
663.849,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
664.021,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
664.193,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
664.365,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
664.538,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
664.71,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
664.882,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
665.054,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
665.226,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
665.398,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
665.57,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
665.742,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
665.914,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
666.086,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
666.258,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
666.431,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
666.603,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
666.775,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
666.947,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
667.119,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
667.291,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
667.463,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
667.635,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
667.807,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
667.979,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
668.151,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
668.324,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
668.496,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
668.668,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
668.84,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
669.012,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
669.184,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
669.356,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
669.528,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
669.7,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
669.872,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
670.045,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
670.217,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
670.389,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
670.561,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
670.733,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
670.905,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
671.077,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
671.249,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
671.421,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
671.593,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
671.766,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
671.938,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
672.11,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
672.282,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
672.454,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
672.626,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
672.798,16367.6,16368.3,16367.2,451.026,473.87,8935.68,16368.2,16364.1,5156.5,411.43
672.97,16367.6,16368.3,16367.2,16368.8,16370.7,16366.8,16368.2,16364.1,16371.8,16365.6
673.142,413.069,6906.45,415.047,365.655,398.969,417.293,1660.55,719.747,415.054,369.763
673.315,9825.07,16368.3,9691.57,203.398,220.568,5695.54,16368.2,16364.1,3842.0,210.537
673.487,316.656,399.941,324.51,203.143,207.87,271.605,390.373,384.068,245.511,193.565
673.659,192.551,2816.54,192.577,201.274,203.154,200.703,224.114,198.584,199.337,186.531
673.831,198.481,231.176,186.607,191.026,205.514,197.91,198.54,205.38,209.345,187.497
674.003,187.136,197.458,204.747,213.963,190.44,195.98,182.221,198.301,202.088,193.736
674.175,180.049,190.368,174.924,191.774,189.391,183.918,190.941,189.257,184.343,189.133
674.347,187.334,201.386,206.188,197.995,186.552,183.566,183.662,205.426,211.878,177.236
674.519,197.356,183.155,185.651,196.826,194.617,198.03,198.836,184.357,215.869,187.076
674.691,184.262,229.123,191.406,193.873,197.532,219.638,196.598,187.267,200.3,199.953
674.864,193.833,183.029,184.098,202.0,182.942,203.376,185.198,193.271,207.354,175.582
675.036,196.815,186.346,184.042,187.041,205.275,196.067,195.807,195.725,200.754,197.556
675.208,193.709,188.383,176.994,189.613,189.355,187.974,196.259,196.185,186.249,197.838
675.38,197.763,171.291,182.499,192.254,193.067,200.57,185.02,189.739,204.901,195.303
675.552,163.564,180.133,171.065,165.879,195.344,174.562,184.622,179.384,183.341,180.147
675.724,166.365,178.51,180.126,157.803,176.448,173.465,166.957,161.003,181.896,182.454
675.896,166.034,173.541,161.424,176.556,162.741,170.28,162.524,166.023,178.532,163.752
676.068,176.625,170.937,166.49,167.889,164.955,162.328,151.545,166.628,168.262,157.05
676.24,148.002,153.904,163.368,153.53,153.269,155.637,163.041,150.309,157.469,149.287
676.413,135.997,141.897,150.287,144.019,174.782,152.721,157.092,139.907,161.329,142.629
676.585,159.721,149.387,150.291,150.083,159.993,143.984,150.498,145.614,150.275,152.621
676.757,145.831,151.367,153.156,155.98,143.616,153.094,144.108,143.676,156.178,164.557
676.929,139.482,139.856,147.682,149.437,137.987,152.063,144.339,152.431,149.996,144.309
677.101,136.486,135.437,145.941,143.426,141.57,153.706,149.709,116.896,153.945,142.21
677.273,150.925,135.815,137.959,124.586,133.229,134.693,135.855,133.286,147.566,156.118
677.445,150.445,127.137,126.79,142.434,139.327,120.496,130.56,124.431,143.7,129.467
677.617,121.423,119.302,120.381,120.889,122.234,123.525,132.169,135.659,132.665,137.49
677.79,124.565,129.936,119.952,125.277,142.329,135.955,119.98,124.199,126.003,137.277
677.962,112.9,134.113,117.023,121.628,127.783,133.883,124.179,130.34,154.066,137.336
678.134,114.764,129.918,114.968,142.723,132.849,125.413,132.451,123.294,134.016,143.111
678.306,118.604,125.026,131.97,118.428,139.34,126.038,128.445,124.808,121.475,143.714
678.478,123.291,131.327,122.07,110.103,142.814,130.028,138.496,121.851,137.922,138.117
678.65,119.254,126.404,130.696,117.113,129.693,133.844,119.311,117.102,130.326,126.603
678.822,123.415,137.364,118.977,114.301,121.004,119.987,115.432,117.693,122.886,112.2
678.994,120.082,139.557,126.715,132.04,117.852,131.831,124.779,123.287,128.482,126.547
679.167,128.869,134.055,126.043,136.178,136.987,123.486,124.825,121.19,129.063,129.261
679.339,123.302,125.102,120.474,137.934,128.035,122.018,123.001,133.108,143.123,125.838
679.511,130.809,134.039,135.301,144.199,120.901,132.74,131.758,123.302,142.067,142.633
679.683,133.671,157.238,144.76,131.171,143.756,138.454,147.823,134.374,122.443,136.563
679.855,126.932,133.199,140.893,150.329,119.341,132.436,136.991,138.894,138.729,135.546
680.027,120.813,146.169,119.413,125.451,121.62,136.126,128.186,139.184,150.09,131.736
680.199,131.241,140.007,136.269,139.275,152.406,143.531,147.549,135.342,134.82,135.745
680.372,149.645,148.59,137.18,134.831,131.357,151.217,141.136,142.676,160.185,119.345
680.544,142.208,152.58,132.058,148.277,158.906,144.139,146.371,135.594,143.11,149.746
680.716,156.641,156.121,134.898,154.319,155.485,153.038,147.061,141.641,159.686,160.068
680.888,139.125,129.685,129.161,141.443,145.106,149.795,141.501,139.293,156.622,145.942
681.06,125.082,145.262,143.667,133.467,149.265,137.896,127.458,124.358,136.693,124.584
681.232,132.161,124.7,144.652,134.655,137.069,135.509,153.943,129.117,167.973,148.755
681.404,134.845,140.219,128.262,134.305,124.394,127.129,130.434,136.625,138.96,122.2
681.576,138.97,140.056,136.501,141.822,148.337,133.586,127.794,127.19,144.334,130.982
681.749,136.776,136.97,118.592,128.561,150.616,125.494,137.189,152.837,156.961,139.136
681.921,141.222,136.603,140.892,123.748,121.883,128.528,130.759,142.101,127.865,126.102
682.093,108.022,144.217,122.306,124.418,139.307,134.007,126.436,137.057,118.91,133.898
682.265,112.893,138.122,145.647,123.618,132.83,117.688,134.944,129.522,141.329,125.989
682.437,124.287,118.253,105.98,112.363,122.608,118.556,114.2,127.116,119.682,107.232
682.609,101.302,105.946,102.752,102.371,109.589,100.91,107.766,99.3249,113.426,113.257
682.781,130.598,110.702,107.864,116.909,99.763,112.069,111.453,124.53,113.199,124.583
682.954,113.811,111.699,121.828,120.564,120.49,129.758,115.113,114.495,125.031,101.406
683.126,117.944,118.851,119.212,122.387,125.154,126.073,116.938,99.8078,138.216,109.449
683.298,115.931,120.031,128.371,118.065,111.963,115.361,133.55,122.108,126.255,113.65
683.47,109.014,123.353,116.46,137.127,134.411,124.35,116.145,131.417,128.684,113.097
683.642,125.423,131.979,113.616,119.255,121.311,121.85,127.074,122.375,124.066,111.844
683.814,117.951,98.6671,112.484,118.844,144.101,110.295,121.553,115.258,110.201,117.441
683.986,133.53,119.31,133.556,142.073,128.114,125.663,130.562,127.993,125.722,129.29
684.159,123.778,119.11,141.077,114.772,129.243,121.591,113.037,116.241,129.332,106.203
684.331,113.514,140.703,101.142,132.644,122.845,117.693,132.901,125.445,132.409,114.509
684.503,124.805,110.136,110.565,121.6,123.48,111.628,121.314,115.287,112.035,113.42
684.675,100.023,95.0837,111.409,120.914,109.005,105.509,107.413,104.751,120.566,105.844
684.847,98.7991,98.3711,94.0474,101.201,108.088,102.481,87.4516,87.7061,87.8898,99.5731
685.019,99.907,99.4526,84.8232,106.862,90.4376,102.9,86.3241,87.8574,96.7302,100.939
685.191,71.921,94.5938,93.9511,106.994,95.9891,88.491,85.5968,90.8844,99.9849,93.1573
685.364,101.559,105.602,96.6806,107.782,100.54,97.7036,102.561,96.3105,100.061,102.131
685.536,105.077,98.1675,76.1362,94.0243,107.357,86.5203,87.2156,104.666,93.2714,84.9257
685.708,90.0434,91.1984,88.868,92.1517,116.023,101.371,108.307,104.559,105.134,101.926
685.88,99.6865,105.406,90.9031,102.453,86.3079,89.6024,83.9821,86.1016,102.478,96.904
686.052,81.1241,97.5827,75.7857,81.9328,85.7829,85.4064,89.3588,82.9937,97.6756,106.529
686.224,97.8057,103.583,102.988,102.128,98.5175,110.906,90.2605,98.3864,101.46,90.1794
686.397,86.2587,98.4368,82.2027,90.5885,96.8776,88.1581,78.6934,78.6987,94.3174,88.0908
686.569,96.1917,109.555,88.7849,85.4623,106.195,100.77,108.087,92.8181,94.0751,102.485
686.741,83.574,115.186,106.096,112.128,106.849,121.778,109.453,104.152,100.648,99.5694
686.913,103.636,112.509,110.12,112.58,104.954,109.912,94.2578,117.473,111.349,98.1024
687.085,103.049,121.454,114.225,102.917,110.772,108.507,91.0018,95.5466,109.205,112.852
687.257,128.958,104.197,96.1574,121.086,103.333,122.838,116.683,110.864,132.343,95.2553
687.429,92.1931,94.5821,120.256,106.072,128.695,87.3986,101.119,88.8299,117.968,94.5767
687.602,104.076,104.795,117.386,117.474,104.532,108.438,112.435,113.841,105.726,99.2532
687.774,79.7364,92.3044,93.2608,82.2156,114.958,94.5466,98.0911,78.3533,104.058,102.023
687.946,104.118,110.814,95.3526,89.1755,89.8161,92.1702,91.0022,90.053,94.7483,84.0346
688.118,96.6017,102.846,102.583,114.171,104.002,114.446,86.8852,103.041,102.688,95.2009
688.29,92.8934,93.6122,106.542,82.1837,101.503,95.6389,89.7387,88.7897,107.432,75.7974
688.462,97.1855,77.2531,82.9537,89.722,87.6268,99.1811,99.7571,99.5514,84.8424,90.8031
688.635,93.2248,103.354,113.975,97.6891,114.681,108.332,99.2542,88.3816,126.773,103.455
688.807,87.3098,88.5205,87.2557,100.102,115.992,98.6071,83.9604,90.8305,101.709,96.4611
688.979,107.231,101.972,102.145,102.018,91.9438,88.5498,103.509,116.307,108.445,84.9933
689.151,102.927,113.153,81.0629,116.922,99.3345,84.1031,104.902,104.428,93.3378,87.5731
689.323,102.332,118.352,97.7486,106.502,116.259,111.487,114.84,105.259,106.873,109.869
689.495,102.908,120.045,107.411,102.403,110.633,103.914,102.618,100.408,117.945,101.432
689.668,100.931,120.367,97.2143,86.6544,114.266,91.6807,120.442,96.7013,115.448,100.079
689.84,92.5229,101.939,113.106,107.841,92.961,91.9844,108.63,114.179,113.592,102.401
