Wavelength (nm),Curve-1_E (s.u),Curve-2_E (s.u),Curve-3_E (s.u),Curve-4_E (s.u),Curve-5_E (s.u),Curve-6_E (s.u),Curve-7_E (s.u),Curve-8_E (s.u),Curve-9_E (s.u),Curve-10_E (s.u)
477.293,1358.43,1311.35,1259.48,1289.96,1366.82,1286.86,1324.84,1305.73,1344.87,1288.02
477.464,1414.56,1378.72,1351.03,1372.71,1351.63,1359.13,1359.86,1365.5,1321.98,1372.55
477.636,1285.8,1324.86,1292.55,1294.75,1315.1,1247.02,1296.33,1362.4,1271.11,1360.08
477.807,1224.76,1259.54,1258.52,1274.77,1264.17,1246.81,1283.55,1249.57,1284.96,1268.86
477.979,1212.2,1167.38,1193.38,1266.93,1164.44,1214.09,1219.86,1204.24,1191.01,1211.65
478.15,1104.4,1206.56,1190.95,1136.07,1158.39,1167.57,1168.65,1185.99,1165.06,1158.38
478.322,1205.65,1189.82,1197.02,1160.35,1230.39,1187.2,1195.4,1217.71,1251.29,1203.31
478.493,1319.81,1322.51,1340.4,1338.28,1329.95,1338.06,1292.45,1352.19,1348.37,1304.99
478.665,1482.88,1413.71,1453.78,1497.67,1417.21,1426.67,1399.07,1419.82,1436.91,1443.03
478.836,1541.02,1574.01,1553.41,1580.51,1539.04,1558.55,1510.81,1568.05,1553.19,1515.16
479.008,1639.04,1632.55,1635.09,1613.23,1637.09,1571.79,1617.97,1622.07,1600.67,1618.39
479.179,1812.47,1715.12,1672.47,1756.51,1698.34,1776.58,1717.14,1743.0,1684.0,1704.03
479.351,1790.5,1767.77,1814.07,1841.24,1800.9,1808.56,1795.16,1769.27,1786.31,1817.81
479.522,1909.51,1889.84,1892.05,1852.3,1949.43,1884.74,1901.08,1871.13,1873.36,1881.98
479.694,1959.72,1959.57,1992.34,1948.03,2017.88,1917.25,1975.26,1895.33,1921.8,1970.75
479.865,2118.05,2110.83,2074.85,2119.03,2110.43,2150.98,2132.61,2180.55,2111.02,2133.03
480.037,2200.56,2155.18,2230.64,2179.43,2179.69,2187.65,2173.63,2135.98,2239.52,2184.22
480.208,2233.98,2177.57,2223.08,2284.91,2312.08,2215.17,2236.84,2233.91,2248.69,2202.31
480.38,2280.27,2205.01,2294.87,2234.41,2304.54,2299.54,2273.69,2342.03,2278.55,2249.31
480.551,2348.66,2374.58,2350.7,2346.82,2385.46,2425.17,2324.07,2369.03,2392.74,2383.32
480.723,2370.44,2370.3,2429.12,2436.09,2402.08,2449.88,2413.17,2436.81,2370.13,2424.43
480.894,2395.92,2373.63,2358.49,2407.91,2451.79,2317.09,2390.09,2360.55,2374.84,2408.49
481.066,2346.79,2324.85,2312.48,2312.77,2351.81,2322.63,2326.78,2355.02,2359.27,2327.89
481.237,2357.48,2365.9,2347.15,2330.31,2387.09,2376.69,2382.85,2322.14,2315.4,2384.29
481.409,2519.58,2440.47,2499.43,2477.56,2468.15,2505.78,2494.01,2476.9,2451.03,2515.2
481.58,2622.91,2635.83,2624.23,2609.04,2613.81,2629.15,2556.97,2626.96,2605.41,2573.19
481.752,2751.87,2690.0,2729.3,2704.32,2673.94,2690.18,2730.77,2630.02,2710.96,2665.69
481.923,2861.13,2864.44,2910.78,2894.84,2875.8,2869.12,2902.95,2854.49,2891.19,2840.88
482.095,2937.03,2973.74,3005.16,2998.56,2872.46,2931.92,2874.75,2896.66,2926.03,2850.7
482.266,2981.85,2949.22,2932.39,2977.3,2965.45,2971.4,2965.64,2902.22,2948.02,2933.55
482.438,3091.88,3051.19,3026.74,3035.17,3111.82,3136.56,3050.69,3085.65,3009.43,2974.08
482.609,3261.76,3197.03,3210.17,3263.7,3211.43,3218.87,3204.09,3231.79,3242.89,3243.33
482.781,3421.21,3414.19,3332.16,3438.95,3361.94,3371.09,3349.1,3356.87,3338.08,3320.3
482.952,3591.67,3579.85,3586.11,3635.86,3567.79,3616.45,3537.44,3476.15,3524.7,3489.75
483.124,3697.79,3622.07,3574.03,3589.86,3621.71,3643.26,3635.8,3625.84,3614.76,3575.87
483.295,3816.28,3864.95,3762.33,3798.17,3818.16,3853.95,3850.21,3799.91,3792.56,3750.28
483.467,4615.65,4582.65,4604.21,4577.26,4617.52,4635.14,4588.85,4626.95,4680.39,4522.85
483.638,8708.74,8679.14,8718.18,8886.08,8819.35,8884.58,8777.54,8933.21,8767.01,8907.33
483.81,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
483.981,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
484.153,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
484.324,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
484.496,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
484.667,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
484.839,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
485.01,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
485.182,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
485.353,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
485.525,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
485.696,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
485.868,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
486.039,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
486.211,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
486.382,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
486.554,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
486.725,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
486.897,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
487.068,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
487.24,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
487.411,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
487.583,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
487.754,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
487.926,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
488.097,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
488.269,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
488.441,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
488.612,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
488.784,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
488.955,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
489.127,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
489.298,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
489.47,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
489.641,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
489.813,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
489.984,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
490.156,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
490.327,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
490.499,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
490.67,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
490.842,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
491.013,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
491.185,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
491.356,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
491.528,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
491.7,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
491.871,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
492.043,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
492.214,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
492.386,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
492.557,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
492.729,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
492.9,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
493.072,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
493.243,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
493.415,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
493.586,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
493.758,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
493.929,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
494.101,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
494.273,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
494.444,16383.3,16383.5,16383.9,16381.5,16384.0,16382.8,16382.5,16382.3,16382.6,16382.5
494.616,10978.2,7758.75,7549.65,8075.34,7930.13,7740.79,6595.8,7400.34,7275.12,5580.45
494.787,6515.4,3925.62,3400.82,3629.89,2866.94,2755.63,2207.58,2376.19,2276.85,1476.36
494.959,397.525,342.458,334.816,364.623,335.334,350.0,329.653,334.882,345.468,345.241
495.13,296.557,301.227,284.346,317.097,329.318,309.356,327.223,319.616,325.714,306.691
495.302,308.76,341.334,347.453,332.707,310.199,297.64,307.201,318.146,328.169,330.04
495.473,299.48,336.405,324.387,284.315,312.461,312.183,297.633,327.105,305.614,332.936
495.645,297.842,298.332,315.868,298.662,291.301,313.444,291.868,319.454,304.244,315.526
495.816,294.759,303.534,340.644,309.197,324.886,296.796,286.109,313.771,320.708,329.95
495.988,295.278,305.515,292.056,333.316,324.173,328.618,318.539,282.356,311.139,318.888
496.16,315.765,310.388,321.953,317.742,295.779,311.034,318.62,294.424,319.484,309.875
496.331,333.801,309.62,331.775,314.932,311.729,317.903,327.851,312.43,291.418,316.45
496.503,309.802,281.709,315.084,310.3,317.634,335.713,326.634,317.152,297.166,334.268
496.674,316.226,324.002,307.802,327.806,326.975,305.393,309.145,320.077,321.087,316.78
496.846,292.764,290.629,290.47,301.115,279.918,296.504,303.449,291.366,304.598,288.076
497.017,275.656,287.605,287.734,284.4,271.202,275.03,295.269,278.369,317.0,305.314
497.189,279.329,278.658,299.255,271.442,282.755,293.691,276.356,296.668,272.019,255.657
497.36,257.205,260.881,261.594,280.62,298.959,287.924,270.47,274.382,269.004,255.721
497.532,266.493,273.314,267.685,281.082,292.681,267.309,271.589,272.59,271.286,240.521
497.703,245.215,232.987,259.698,255.225,226.692,224.657,287.593,259.709,241.357,257.89
497.875,250.024,224.882,246.897,228.9,244.81,254.582,222.582,249.782,251.646,232.135
498.047,248.375,240.538,260.463,254.858,232.284,215.341,261.187,247.556,220.16,250.053
498.218,268.69,250.898,271.047,255.542,250.957,264.584,244.817,266.713,239.581,244.579
498.39,233.124,262.419,253.711,229.863,262.2,229.076,244.724,242.86,248.705,266.744
498.561,251.53,274.994,232.279,255.94,232.21,251.757,259.942,240.491,257.375,245.803
498.733,227.098,229.289,282.508,254.088,271.307,242.455,257.822,262.807,248.391,242.462
498.904,259.202,277.567,233.979,267.306,246.687,274.762,257.966,239.357,251.706,239.845
499.076,260.601,273.875,254.675,253.364,245.505,275.902,256.52,270.586,248.544,224.72
499.247,267.998,270.462,308.08,270.139,279.333,278.163,279.822,252.979,219.614,268.231
499.419,267.269,277.95,287.726,250.695,232.948,267.496,272.836,273.817,285.296,262.965
499.591,280.307,268.373,261.462,282.422,269.855,268.403,255.384,293.867,266.088,244.435
499.762,291.7,290.204,277.393,263.684,271.695,251.661,262.313,286.09,269.902,295.585
499.934,264.951,286.353,301.286,280.141,287.824,271.025,285.489,247.659,274.593,289.166
500.105,284.721,286.603,276.042,298.094,268.653,298.178,257.299,271.788,271.366,266.923
500.277,299.723,311.95,292.78,288.933,285.157,281.467,302.69,304.495,282.526,280.349
500.448,306.229,299.695,293.671,308.039,280.993,291.593,300.514,261.405,272.757,291.595
500.62,319.693,336.007,316.415,324.253,287.996,288.493,297.339,311.361,295.382,278.486
500.791,320.491,301.56,255.975,284.292,280.577,312.386,304.576,308.023,295.418,304.901
500.963,273.961,266.147,278.438,283.445,296.316,276.927,265.559,256.846,284.041,287.69
501.135,236.588,279.374,265.966,279.838,295.773,271.645,275.743,254.844,267.158,269.707
501.306,242.43,249.272,256.899,243.368,261.545,219.638,214.046,216.939,238.42,232.938
501.478,227.859,212.343,230.951,207.287,233.368,233.023,180.89,219.865,254.179,209.597
501.649,241.654,217.189,219.55,228.185,203.694,191.441,231.008,225.035,203.569,224.131
501.821,201.315,213.018,181.096,193.726,194.464,202.886,171.313,212.544,203.371,206.17
501.992,206.06,231.687,212.416,222.279,220.832,238.806,200.189,225.468,217.683,224.579
502.164,199.165,184.02,209.363,205.275,202.454,203.473,202.599,196.691,196.015,238.797
502.336,214.033,208.221,200.183,195.556,230.409,215.048,207.082,196.011,220.715,216.134
502.507,213.824,193.55,202.157,212.81,206.461,208.836,195.959,211.355,226.782,216.198
502.679,214.907,199.842,224.781,235.141,196.66,215.375,207.421,199.092,214.221,204.745
502.85,191.21,215.267,198.602,219.753,194.473,214.455,211.146,216.684,215.204,217.16
503.022,205.373,205.563,191.683,212.175,201.067,192.07,197.681,219.649,214.67,168.316
503.193,208.773,199.214,208.572,197.462,185.22,207.339,204.576,200.898,213.233,186.748
503.365,222.112,192.091,169.853,206.253,195.419,199.371,199.316,209.948,174.22,183.718
503.536,186.842,215.355,197.973,208.477,189.822,204.833,203.698,190.054,194.248,200.239
503.708,190.674,199.965,196.906,201.156,201.666,202.902,197.491,197.601,204.978,178.799
503.88,203.932,198.805,192.846,228.947,193.587,178.591,203.253,196.183,195.27,177.515
504.051,197.453,194.179,208.721,201.217,211.328,211.753,205.034,198.214,192.236,203.482
504.223,198.506,219.45,218.806,208.381,215.822,190.701,227.894,198.732,197.286,213.039
504.394,206.229,203.208,197.206,210.552,207.584,203.735,196.72,191.21,199.655,217.907
504.566,220.701,225.68,203.75,215.942,186.133,192.409,212.572,187.669,201.654,219.004
504.737,213.863,211.664,228.54,230.08,214.682,221.205,234.418,226.031,202.824,200.755
504.909,190.667,216.187,196.29,179.072,222.885,216.433,217.957,209.881,216.365,220.113
505.081,229.235,228.898,203.771,223.19,215.567,215.71,224.341,196.264,210.374,217.539
505.252,219.458,190.892,200.018,220.265,221.859,212.77,220.097,188.28,202.15,206.16
505.424,231.742,215.854,209.422,250.205,236.513,246.145,251.62,216.67,224.992,219.774
505.595,198.26,252.854,239.344,227.705,226.937,231.807,231.747,237.894,241.2,237.311
505.767,217.526,230.842,225.486,238.536,231.995,227.67,228.397,220.098,225.501,237.106
505.939,234.002,248.648,228.039,224.021,227.196,223.919,208.349,222.384,221.484,248.612
506.11,240.192,239.594,233.451,234.686,232.871,219.882,231.898,191.045,217.188,214.878
506.282,222.594,205.216,224.514,223.122,251.727,207.554,238.955,236.96,245.765,250.537
506.453,229.896,218.822,224.218,224.397,241.975,241.063,250.955,228.792,208.777,213.02
506.625,224.163,233.95,224.253,215.328,219.531,220.95,222.703,204.642,233.591,255.433
506.796,225.329,212.061,235.253,205.383,233.39,232.473,203.167,224.226,221.275,212.528
506.968,213.739,254.981,233.315,243.348,227.026,235.205,232.544,226.927,227.86,234.148
507.14,215.349,233.721,217.516,209.881,237.465,231.615,217.524,248.276,252.326,234.973
507.311,235.449,238.213,243.782,244.175,241.156,234.058,262.059,228.167,219.31,207.259
507.483,227.445,208.017,243.282,247.038,211.224,233.537,217.212,230.731,247.663,215.191
507.654,242.338,205.528,247.862,215.411,210.812,200.84,218.629,228.04,208.531,221.777
507.826,209.596,195.136,226.137,199.285,203.214,197.156,197.091,215.946,235.89,195.849
507.997,213.846,203.758,205.205,187.866,205.411,197.299,187.729,185.768,202.88,191.626
508.169,184.546,182.939,167.199,192.976,173.561,192.649,168.216,172.671,188.473,187.497
508.341,181.56,197.597,183.445,177.428,181.35,187.588,177.552,183.78,159.396,170.693
508.512,173.798,172.966,157.835,157.947,189.651,175.984,166.23,203.286,162.656,177.49
508.684,163.965,173.077,204.097,186.104,187.217,159.776,167.36,179.947,171.179,186.783
508.855,155.005,166.599,197.437,150.893,149.987,163.006,165.473,189.898,176.874,169.825
509.027,186.056,178.055,192.038,156.33,168.699,179.552,165.666,174.205,193.3,166.989
509.199,173.782,192.437,177.678,176.0,184.713,189.607,176.132,177.234,153.359,175.416
509.37,170.143,183.258,180.129,190.618,179.32,184.226,190.749,176.392,161.848,161.643
509.542,204.309,176.236,185.487,169.425,169.543,177.197,153.41,174.947,186.46,186.003
509.713,171.178,177.198,193.593,187.606,177.062,179.943,168.971,191.63,190.52,194.626
509.885,204.8,196.622,183.606,172.55,172.15,193.028,197.524,185.699,211.461,170.949
510.057,190.514,190.953,178.033,178.365,191.073,179.326,187.563,192.684,178.497,180.306
510.228,189.603,205.224,205.643,196.122,181.559,201.13,178.291,200.898,180.563,166.695
510.4,179.932,174.853,180.788,184.119,184.252,173.046,187.769,200.141,176.231,191.823
510.571,144.349,172.591,180.023,186.104,194.755,182.056,180.984,176.562,179.977,211.084
510.743,157.144,151.087,160.498,166.554,157.704,175.01,183.681,170.779,148.21,153.751
510.914,192.585,184.29,183.212,185.018,188.655,195.959,182.917,182.253,165.201,180.713
511.086,149.591,186.307,185.976,180.037,180.925,179.999,167.168,188.021,187.43,166.209
511.258,181.7,164.368,185.81,185.627,188.016,170.071,178.76,156.822,174.251,184.308
511.429,147.604,179.455,161.175,173.699,174.343,157.458,173.843,182.406,163.616,167.901
511.601,170.049,160.82,188.495,171.936,165.654,140.69,156.476,191.0,163.162,173.118
511.772,152.359,169.38,166.085,165.383,183.37,175.756,155.384,177.004,171.967,154.682
511.944,159.896,158.113,169.857,153.635,178.431,153.125,162.161,167.658,169.297,167.372
512.116,181.681,149.848,176.33,169.426,183.235,156.739,175.78,165.686,145.741,165.644
512.287,130.921,136.792,148.087,154.797,157.435,135.495,156.679,155.278,152.721,150.047
512.459,150.866,138.419,142.306,130.211,133.839,143.561,128.627,136.388,141.255,149.227
512.63,170.83,178.695,168.216,172.964,180.555,132.317,157.262,143.721,201.346,174.393
512.802,167.371,175.225,176.634,162.326,161.5,173.927,165.692,149.202,182.261,145.203
512.974,151.84,170.223,164.003,163.781,149.45,160.568,174.512,150.738,165.655,155.863
513.145,189.986,154.834,155.498,161.408,158.154,149.859,162.792,166.307,165.979,152.035
513.317,168.72,179.222,154.343,178.189,179.598,169.086,153.539,158.286,170.729,156.527
513.488,164.013,164.931,174.141,176.348,161.4,182.689,153.554,170.482,163.075,170.689
513.66,164.524,179.581,161.959,167.571,171.425,180.242,168.709,154.402,180.408,182.158
513.832,166.121,175.082,176.476,162.585,193.01,173.305,176.643,196.465,190.534,160.351
514.003,168.264,158.442,182.782,165.947,178.102,167.648,169.77,159.108,183.68,152.968
514.175,154.258,181.687,188.674,188.186,167.713,195.724,176.189,167.265,166.456,172.094
514.346,174.766,163.999,161.01,129.856,191.392,170.499,165.069,143.971,178.209,180.93
514.518,171.836,168.389,192.778,168.07,171.672,170.493,171.87,170.493,164.846,176.268
514.69,182.385,169.967,163.356,172.8,155.317,174.982,151.881,188.313,153.09,157.98
514.861,185.635,167.868,181.63,175.315,160.966,181.38,174.511,169.735,163.106,170.184
515.033,159.675,169.771,167.289,175.25,169.907,163.652,193.308,171.385,168.166,202.291
515.204,164.567,171.98,185.65,189.482,185.851,172.384,174.958,167.08,175.196,164.637
515.376,157.858,162.866,157.497,156.029,172.168,175.571,182.247,183.768,204.19,176.498
515.548,194.986,153.646,147.063,176.257,171.889,169.02,188.016,166.121,163.871,176.226
515.719,172.035,168.849,167.822,149.253,155.017,150.948,166.767,145.405,169.654,159.581
515.891,152.879,154.746,168.141,160.422,178.674,176.293,176.216,167.638,166.121,162.078
516.063,180.8,185.064,174.205,162.175,188.322,167.947,157.072,184.258,178.185,196.941
516.234,183.969,164.409,183.85,182.14,171.77,177.092,175.571,197.798,188.571,188.132
516.406,179.485,178.708,181.772,182.707,188.225,147.845,164.843,188.725,198.991,170.174
516.577,192.535,167.088,202.002,173.458,192.859,195.752,185.853,182.092,177.466,181.34
516.749,193.511,186.011,184.988,171.748,182.307,161.433,169.521,157.345,185.851,190.456
516.921,154.636,169.933,169.632,158.564,173.191,174.41,160.899,177.523,191.122,161.898
517.092,174.861,169.581,181.403,160.678,198.471,169.731,165.138,171.622,160.147,178.481
517.264,177.44,164.457,168.946,141.854,170.822,167.009,171.959,174.903,167.168,160.266
517.435,177.78,160.844,163.64,156.453,160.273,160.044,160.441,141.487,157.11,187.349
517.607,176.515,163.4,168.568,152.838,170.668,155.476,172.733,177.552,173.919,164.46
517.779,160.278,199.537,173.669,157.266,190.208,170.083,171.424,153.968,152.241,153.938
517.95,171.043,170.515,174.023,161.846,164.001,142.854,180.808,169.467,162.027,168.961
518.122,174.485,174.906,168.469,165.093,159.686,168.67,173.081,184.258,148.024,142.863
518.293,163.644,164.778,164.959,172.732,146.885,156.622,151.321,162.069,174.576,161.327
518.465,174.795,150.646,182.721,154.54,164.493,162.368,172.21,157.158,158.979,163.744
518.637,190.223,167.614,183.465,176.285,174.642,172.275,167.922,159.918,196.413,162.024
518.808,177.91,162.798,183.219,181.966,182.948,182.003,192.276,172.339,173.449,154.661
518.98,191.552,169.379,192.625,163.13,207.18,185.76,169.911,176.096,179.088,191.13
519.152,182.558,175.922,188.804,181.67,176.538,183.59,171.984,174.872,177.393,185.428
519.323,168.834,172.55,165.904,179.25,174.815,163.274,163.9,171.266,171.434,175.005
519.495,189.65,139.823,168.549,152.672,165.446,158.84,168.667,182.888,148.614,172.951
519.666,155.734,166.953,182.162,134.889,155.126,153.711,174.055,159.095,163.489,163.763
519.838,135.483,144.316,152.213,130.616,129.738,128.791,138.526,117.086,143.668,137.863
520.01,136.589,133.731,141.402,139.44,135.283,132.699,148.528,133.851,159.524,130.314
520.181,129.995,163.267,151.951,117.606,149.569,156.367,120.616,140.628,149.245,147.406
520.353,143.184,160.148,126.306,150.446,152.84,148.863,141.322,148.61,160.2,143.923
520.525,132.791,166.022,146.192,123.051,129.402,144.977,145.825,149.146,163.279,145.164
520.696,129.425,147.524,126.071,167.151,150.234,148.588,143.153,142.285,152.227,143.191
520.868,164.582,179.153,158.685,135.37,179.537,131.943,153.673,156.984,149.496,130.968
521.039,166.686,161.745,183.127,164.392,139.067,148.834,139.201,152.308,156.671,145.062
521.211,168.463,158.006,155.417,152.988,192.162,172.013,161.751,179.161,165.915,160.169
521.383,173.517,157.401,176.447,155.855,161.975,152.412,173.053,153.09,153.958,146.778
521.554,188.721,163.978,173.628,166.122,167.132,171.951,177.868,173.543,157.558,179.289
521.726,183.884,156.555,176.162,156.625,167.112,172.866,154.056,170.762,154.056,163.571
521.898,170.703,154.48,179.622,140.685,162.259,166.392,171.16,153.659,157.758,164.727
522.069,179.024,150.051,157.411,151.974,167.096,161.287,152.641,152.008,173.236,176.975
522.241,161.633,175.633,168.221,164.641,144.469,168.849,163.237,162.145,139.519,150.378
522.412,154.431,170.445,151.819,174.859,170.372,148.31,164.057,137.499,164.516,167.076
522.584,155.826,159.682,171.12,159.049,153.409,143.044,159.489,165.517,159.03,150.801
522.756,153.682,145.839,154.054,161.946,155.168,162.013,154.589,164.05,162.616,144.764
522.927,141.167,136.544,141.539,132.016,150.89,136.663,135.433,141.441,136.807,149.659
523.099,136.521,153.481,155.278,136.761,144.443,135.677,139.269,124.389,157.426,134.48
523.271,148.679,151.158,146.066,134.455,132.718,145.081,125.023,134.953,164.74,146.64
523.442,165.963,137.112,142.102,134.416,148.699,148.432,151.775,153.433,146.975,147.925
523.614,144.365,157.975,141.324,132.524,149.258,148.759,160.961,148.045,165.286,137.784
523.785,151.434,150.246,136.718,171.324,122.055,148.763,146.849,154.907,153.707,134.769
523.957,141.439,149.628,146.843,137.325,149.785,144.486,143.942,140.797,144.4,151.069
524.129,171.344,151.454,157.346,166.095,187.88,159.325,156.73,158.155,156.959,164.75
524.3,166.26,151.256,175.927,178.033,165.923,156.58,160.12,161.761,170.321,152.449
524.472,174.77,171.549,192.16,152.068,181.238,161.905,181.784,177.301,157.734,164.803
524.644,167.676,175.143,170.553,168.581,158.457,147.486,165.611,167.487,174.489,179.077
524.815,187.428,208.739,183.484,182.874,184.816,183.18,193.543,198.597,185.366,176.54
524.987,206.321,179.544,181.32,194.072,184.462,212.731,202.902,200.011,199.278,203.391
525.159,173.597,173.78,175.779,181.711,161.741,159.655,182.16,201.87,145.56,167.058
525.33,190.45,184.086,205.27,206.003,181.088,195.48,192.232,201.088,190.879,207.616
525.502,207.564,214.057,199.148,183.198,195.738,207.402,212.272,202.408,215.655,201.264
525.674,202.252,204.906,190.493,191.212,217.428,183.888,186.72,209.916,186.946,206.529
525.845,189.452,167.402,179.496,193.239,176.323,174.916,196.385,169.04,180.667,191.255
526.017,217.098,193.109,199.345,198.933,192.825,172.843,186.629,196.304,185.065,202.778
526.188,172.139,198.548,179.463,183.761,189.745,199.098,166.73,171.712,170.766,182.008
526.36,168.208,177.833,160.264,176.723,164.506,175.014,191.787,187.118,171.33,167.092
526.532,170.231,169.74,167.244,183.194,162.509,158.637,171.546,181.681,187.235,175.839
526.703,160.608,164.574,172.783,154.997,167.857,166.897,168.81,160.4,174.823,154.82
526.875,168.731,158.667,147.056,159.777,163.288,163.664,167.361,153.377,150.88,157.595
527.047,161.059,160.351,149.204,136.326,152.957,162.004,138.784,149.953,162.583,152.83
