Wavelength (nm),Curve-1_E (s.u),Curve-2_E (s.u),Curve-3_E (s.u),Curve-4_E (s.u),Curve-5_E (s.u)
365.046,10.784,8.70965,0.0,8.42128,12.0624
365.218,0.29161,8.8669,0.862899,0.932663,0.0
365.39,102.666,169.952,393.519,0.0,65.0917
365.562,6.57669,6.95998,0.0,23.8748,5.39753
365.734,9.19354,0.0,0.0,0.0,0.0
365.906,20.9943,0.0,9.0045,0.0,16.8114
366.078,0.0,5.56872,0.0,0.0,13.2905
366.25,214.041,52.5182,40.6419,230.441,248.689
366.422,44.9535,83.2025,0.0,153.808,190.62
366.594,283.764,195.522,111.845,0.0,40.6565
366.766,279.254,116.965,241.062,223.544,174.124
366.938,205.262,92.4137,0.0,62.6759,247.551
367.11,0.0,0.0,0.0,8.27615,11.3711
367.282,0.972671,16.3746,21.7509,4.89052,12.9007
367.455,130.912,257.869,21.2768,230.656,107.561
367.627,200.894,119.219,283.675,59.1002,5.758
367.799,254.749,209.041,64.6707,102.741,0.0
367.971,107.538,105.63,75.7244,18.0442,102.532
368.143,82.4418,161.945,186.756,13.4651,170.744
368.315,460.661,0.0,0.0,42.527,504.216
368.487,177.004,45.0323,141.328,201.518,37.1858
368.659,0.0,6.83982,0.0,9.55518,14.2886
368.831,164.606,354.691,47.4752,91.5589,253.561
369.003,115.122,273.242,696.654,99.7432,0.0
369.175,27.7167,17.7234,17.3653,0.0,30.0874
369.347,213.954,51.5975,2.39321,276.416,183.638
369.519,176.332,144.025,269.871,318.71,349.713
369.691,406.844,188.811,290.352,0.0,200.953
369.863,113.466,218.386,185.108,198.4,193.717
370.035,160.012,67.358,93.5192,55.9843,157.661
370.207,5.35982,27.8615,32.4186,2.17794,5.81906
370.379,334.649,271.928,122.945,147.234,295.463
370.551,22.1495,2.32585,18.8978,21.6983,0.490336
370.723,46.9672,0.656065,4.12086,2.27916,22.0312
370.895,281.876,117.734,77.8325,414.36,412.263
371.067,25.2885,27.8563,28.0443,31.6639,6.35999
371.24,416.227,327.94,193.97,83.8924,161.546
371.412,80.5432,425.509,215.806,147.226,135.278
371.584,186.3,152.379,182.131,212.337,200.321
371.756,6.00171,24.6805,0.0,12.3772,4.82255
371.928,173.196,197.47,312.003,445.252,137.5
372.1,295.296,324.057,554.74,208.3,590.305
372.272,131.968,141.404,263.72,177.455,240.827
372.444,223.584,185.056,229.478,177.474,209.941
372.616,30.5449,24.9207,21.5589,0.0,15.1663
372.788,139.089,167.843,385.293,268.629,194.867
372.96,22.3537,223.644,350.496,219.533,115.772
373.132,261.934,27.6716,405.402,407.259,510.406
373.304,29.8021,23.0857,31.4657,11.3285,5.13922
373.476,350.023,209.137,547.248,277.417,299.23
373.648,380.406,169.492,345.382,238.64,375.399
373.82,653.719,456.147,542.519,340.009,486.339
373.992,50.5514,390.422,391.593,517.04,440.466
374.164,242.513,260.912,363.861,219.647,174.245
374.336,610.695,107.038,501.337,609.898,676.557
374.508,369.577,649.492,230.487,315.174,334.749
374.68,22.5451,28.1167,15.4705,8.1675,0.339819
374.852,332.332,327.7,484.226,225.206,384.322
375.024,327.988,364.106,324.811,311.249,351.883
375.196,481.005,425.564,344.016,802.822,670.717
375.368,32.2526,23.3517,21.0821,23.0633,36.8079
375.54,19.7184,35.1204,7.72866,27.7323,19.0854
375.712,0.0,36.7668,20.5708,39.4822,27.5585
375.884,209.496,214.428,459.338,428.32,500.64
376.056,532.744,457.283,261.246,557.504,446.046
376.228,502.487,147.833,376.304,291.128,322.03
376.4,574.521,196.046,194.078,495.056,198.26
376.572,245.594,174.758,260.144,285.457,256.739
376.744,375.23,568.499,301.604,286.475,240.385
376.916,377.748,463.925,36.34,272.54,147.346
377.088,116.492,460.643,372.147,509.205,444.247
377.261,305.937,445.051,248.689,231.005,488.604
377.433,321.463,682.037,478.243,308.186,373.172
377.605,279.549,209.099,380.525,347.715,353.564
377.777,42.347,32.3538,34.7263,13.2238,38.1641
377.949,365.765,480.19,530.006,302.577,363.887
378.121,247.185,196.604,256.444,323.578,237.984
378.293,250.816,430.694,291.544,398.735,357.516
378.465,477.849,282.364,362.038,289.554,393.907
378.637,428.472,567.301,263.714,654.224,727.564
378.809,635.845,649.922,383.725,719.304,478.921
378.981,357.545,347.158,339.109,245.131,239.473
379.153,235.872,294.859,389.438,267.257,188.636
379.325,594.105,1077.04,793.982,622.293,692.369
379.497,230.761,440.354,372.171,241.443,319.287
379.669,315.207,353.517,306.275,337.142,347.815
379.841,578.632,501.358,442.255,563.542,472.096
380.013,621.729,464.417,925.351,777.947,743.126
380.185,533.435,593.227,548.091,660.927,507.227
380.357,544.056,553.257,437.231,310.747,489.88
380.529,266.885,376.402,431.3,471.237,345.499
380.701,542.311,355.933,577.299,569.938,417.885
380.873,366.763,336.811,550.576,277.45,355.391
381.045,260.145,389.731,395.305,499.573,368.805
381.217,479.27,498.711,472.016,517.977,369.104
381.389,350.3,442.325,365.144,719.84,505.542
381.561,374.709,409.651,311.547,459.175,504.22
381.733,334.577,254.396,231.623,508.601,399.068
381.905,326.426,303.692,387.649,411.989,323.338
382.077,393.523,396.107,411.808,350.38,446.154
382.249,585.682,398.45,441.679,272.202,422.301
382.421,504.898,373.363,522.717,459.306,328.463
382.593,349.666,319.706,346.845,353.584,245.404
382.765,420.905,459.627,198.909,299.024,227.289
382.937,596.275,395.535,725.17,640.746,645.716
383.109,313.211,396.484,426.471,429.483,384.912
383.281,459.624,550.681,422.106,448.265,333.497
383.453,571.743,596.031,724.661,526.187,500.98
383.625,1204.67,971.057,1064.64,1278.8,823.721
383.797,522.463,484.177,456.129,381.814,520.053
383.969,538.957,499.767,564.233,573.819,529.3
384.141,573.58,589.384,682.461,597.794,880.384
384.313,615.159,646.846,462.843,555.058,623.234
384.485,798.54,683.143,806.664,642.672,624.719
384.657,632.125,546.64,663.141,708.213,548.913
384.829,642.285,955.895,877.8,902.111,740.046
385.001,578.006,669.944,598.508,566.805,596.642
385.173,518.966,581.982,564.291,729.208,587.698
385.345,559.309,584.074,585.818,642.516,710.084
385.517,1051.61,856.736,912.214,1108.67,933.979
385.689,678.311,791.76,866.028,743.638,872.851
385.861,842.426,795.132,777.652,771.476,754.325
386.032,970.51,1022.48,1099.44,1089.42,1240.62
386.204,768.987,763.611,760.615,710.064,807.057
386.376,884.885,912.091,922.193,873.509,880.67
386.548,786.313,846.391,963.363,915.571,966.149
386.72,1002.48,840.036,1189.65,885.587,1093.67
386.892,1349.12,1405.85,1368.19,1202.55,1483.01
387.064,1073.75,1069.89,949.409,857.809,1054.11
387.236,1286.52,1210.55,1147.39,1189.48,1079.92
387.408,1134.86,1417.28,1198.7,1293.01,1343.21
387.58,1119.0,1191.78,1439.09,1335.8,1428.86
387.752,1516.0,1518.63,1462.29,1543.36,1583.03
387.924,1131.65,1213.93,1171.69,973.85,1118.81
388.096,1330.31,1248.57,1247.1,1218.79,1286.39
388.268,1210.54,1208.2,1124.32,1207.57,1317.47
388.44,1400.76,1246.1,1340.47,1350.71,1308.81
388.612,1474.13,1300.49,1328.08,1390.52,1327.85
388.784,1224.25,1246.6,1202.19,1244.43,1105.26
388.956,1116.52,1112.69,1131.52,1006.03,1112.56
389.128,1087.81,1090.27,1016.54,948.739,961.688
389.3,676.174,599.916,666.06,680.181,695.241
389.472,708.942,831.132,650.763,665.194,739.981
389.644,638.04,569.321,551.943,493.203,663.403
389.816,718.166,682.691,547.975,667.468,716.885
389.988,394.732,452.478,444.31,482.055,492.678
390.16,370.196,382.862,336.236,327.843,352.765
390.332,419.183,273.756,382.091,289.186,346.713
390.504,371.104,331.73,278.493,299.385,335.813
390.676,273.074,299.38,350.493,386.36,490.41
390.848,430.745,336.956,531.332,419.098,384.219
391.02,318.956,375.331,341.774,337.278,359.515
391.192,428.78,344.609,403.243,490.809,456.064
391.364,418.295,399.774,503.035,315.392,419.026
391.536,337.401,310.989,317.106,282.766,261.875
391.708,461.508,346.51,426.47,427.282,382.393
391.88,424.15,473.658,384.88,378.654,369.359
392.051,520.133,481.964,360.37,481.291,284.821
392.223,319.335,383.083,334.238,454.943,391.179
392.395,304.497,263.044,327.293,327.867,232.622
392.567,342.1,367.649,380.101,243.556,390.656
392.739,287.898,401.097,372.99,387.026,337.992
392.911,380.875,319.679,380.469,373.047,368.034
393.083,382.467,385.87,345.092,311.857,339.167
393.255,495.649,369.694,386.226,309.67,406.655
393.427,426.145,462.905,319.739,401.646,455.731
393.599,412.955,404.257,447.053,555.495,368.058
393.771,449.419,329.673,481.919,493.595,400.714
393.943,412.572,380.107,331.255,338.783,387.727
394.115,399.092,330.584,390.315,379.91,513.713
394.287,392.656,285.771,446.346,352.494,421.527
394.459,501.963,511.595,518.886,416.569,417.017
394.631,423.086,434.306,387.109,405.555,444.963
394.803,414.168,320.113,476.791,410.618,367.285
394.975,430.532,501.912,446.978,384.313,436.855
395.147,370.565,399.95,344.402,469.853,451.308
395.319,347.045,401.318,393.029,424.798,455.125
395.491,411.126,393.014,406.957,468.904,418.174
395.663,319.052,345.317,493.423,433.964,411.311
395.834,498.861,417.065,454.869,509.576,439.605
396.006,495.537,571.047,420.825,519.046,532.791
396.178,519.586,616.832,505.275,559.787,519.055
396.35,629.048,550.248,635.373,565.652,654.53
396.522,777.012,929.587,843.446,847.949,830.328
396.694,1069.32,921.297,927.317,1054.86,994.807
396.866,1172.76,1241.69,1308.18,1214.55,1218.67
397.038,1445.67,1532.07,1463.69,1456.47,1527.78
397.21,1977.42,1816.4,1803.41,1828.74,1830.63
397.382,1842.44,1627.29,1566.35,1688.69,1729.19
397.554,1429.17,1305.89,1385.42,1511.61,1530.03
397.726,1178.21,1131.0,1105.48,1057.71,1180.0
397.898,769.669,767.399,725.096,714.287,930.687
398.07,520.583,456.258,555.962,476.145,493.657
398.242,435.67,384.927,437.872,531.998,361.792
398.414,414.877,440.495,537.118,450.216,487.838
398.585,367.741,401.24,430.059,416.587,341.435
398.757,394.974,429.54,416.353,340.431,423.593
398.929,411.36,455.241,435.898,470.19,459.219
399.101,448.971,421.551,402.831,407.422,424.008
399.273,362.76,398.33,428.31,372.246,413.865
399.445,437.76,443.028,374.099,431.094,399.018
399.617,475.885,492.877,529.447,361.164,569.553
399.789,396.06,487.556,474.612,450.86,448.834
399.961,499.186,409.388,416.089,477.666,418.101
400.133,500.475,518.171,555.219,554.586,453.74
400.305,437.307,369.763,522.279,400.951,433.216
400.477,446.99,334.869,345.376,319.237,378.586
400.649,333.854,335.022,338.082,352.948,270.585
400.821,302.628,396.149,270.807,284.257,402.688
400.993,345.595,307.669,354.12,362.26,404.876
401.164,378.771,346.214,329.133,322.949,398.505
401.336,351.531,290.197,351.464,301.085,269.986
401.508,273.502,294.761,310.576,292.001,335.01
401.68,379.492,325.709,312.668,340.119,301.866
401.852,396.43,336.89,340.035,401.285,383.575
402.024,327.898,337.854,352.982,349.133,340.606
402.196,298.115,346.724,323.826,352.381,384.964
402.368,382.81,450.115,375.466,435.159,326.716
402.54,352.757,316.752,416.384,395.65,439.467
402.712,384.298,387.629,410.926,326.83,440.621
402.884,350.648,308.355,371.72,369.06,382.027
403.056,365.753,278.62,391.645,266.236,351.939
403.227,354.915,359.225,350.677,376.953,335.941
403.399,402.211,369.481,355.804,402.601,388.421
403.571,261.319,328.86,336.442,310.207,304.471
403.743,336.716,297.469,375.242,355.453,347.925
403.915,374.033,316.61,349.779,329.725,328.031
404.087,358.64,407.722,391.818,311.154,465.406
404.259,475.046,422.772,399.356,428.957,403.711
404.431,349.213,361.221,463.521,396.543,362.524
404.603,368.87,403.962,385.712,431.993,361.511
404.775,507.762,387.662,421.27,407.865,417.485
404.947,436.365,409.212,490.845,391.588,381.319
405.119,386.192,278.134,376.894,350.838,415.4
405.29,491.745,487.491,412.271,425.845,460.863
405.462,469.639,431.789,337.594,353.71,336.308
405.634,428.739,538.663,404.137,525.656,480.42
405.806,505.659,433.297,469.757,353.98,447.167
405.978,479.524,436.748,459.43,409.9,506.14
406.15,515.916,499.436,467.209,475.475,494.485
406.322,416.544,501.775,508.448,564.93,439.149
406.494,425.809,459.134,454.8,429.216,412.377
406.666,530.485,409.56,464.023,454.012,499.518
406.838,430.22,408.779,457.506,467.948,427.169
407.01,392.478,466.063,482.827,404.655,468.958
407.181,451.345,495.748,507.472,421.628,436.895
407.353,394.982,464.115,521.161,395.362,475.215
407.525,373.842,417.89,400.562,441.047,415.378
407.697,512.239,358.263,508.935,530.566,468.521
407.869,477.639,469.315,437.303,419.541,452.339
408.041,438.601,518.321,468.806,339.784,440.141
408.213,456.024,486.887,577.369,427.801,548.433
408.385,516.548,506.707,443.966,600.509,539.305
408.557,554.451,603.954,613.041,503.807,503.039
408.729,704.776,643.919,713.832,626.803,676.889
408.9,662.35,771.669,862.834,840.914,756.41
409.072,832.719,864.762,842.663,795.181,755.56
409.244,1006.65,1023.0,1018.86,1043.8,1019.49
409.416,1277.15,1324.03,1395.64,1351.41,1421.75
409.588,1822.25,1823.56,1845.45,1765.6,1793.4
409.76,2544.81,2582.62,2497.34,2489.56,2530.8
409.932,3254.51,3221.52,3263.75,3152.1,3318.1
410.104,4125.58,4265.63,4259.46,4144.43,4202.86
410.276,5120.22,4956.33,4827.97,4918.35,4894.11
410.447,5110.16,5221.96,5141.04,5173.33,5233.45
410.619,4624.95,4665.51,4720.82,4616.25,4512.31
410.791,3957.04,3927.95,3906.38,3858.94,3925.4
410.963,2856.31,2871.63,2712.14,2867.96,2850.35
411.135,1300.62,1195.99,1254.78,1303.9,1280.23
411.307,508.107,557.777,584.929,557.868,592.208
411.479,451.108,464.627,469.423,374.926,382.03
411.651,378.279,383.296,405.305,396.425,402.193
411.823,372.647,375.785,386.468,454.255,426.744
411.994,369.16,441.316,382.782,345.973,308.887
412.166,371.106,374.285,351.039,325.755,402.215
412.338,368.648,295.6,270.362,386.197,324.763
412.51,421.984,347.269,379.059,288.251,272.302
412.682,368.586,412.103,408.279,374.098,316.028
412.854,362.338,258.32,376.291,366.488,484.078
413.026,395.201,467.297,295.362,313.948,379.452
413.198,412.152,339.342,358.662,419.138,428.69
413.369,350.356,324.442,332.516,297.996,330.49
413.541,327.425,296.043,435.463,267.933,348.895
413.713,371.209,417.954,383.465,358.55,402.36
413.885,469.313,401.994,333.783,408.058,411.671
414.057,381.279,454.09,408.659,321.701,397.748
414.229,372.344,406.614,334.058,362.093,449.525
414.401,362.573,388.725,384.862,364.732,393.951
414.573,439.546,342.902,320.419,351.728,364.228
414.744,356.875,379.06,321.463,360.029,393.779
414.916,393.172,325.917,380.885,368.115,392.875
415.088,371.286,295.338,349.611,380.413,416.15
415.26,370.119,398.503,318.634,368.035,346.192
415.432,357.227,434.302,353.724,370.879,388.639
415.604,368.601,425.934,326.052,358.194,374.187
415.776,415.132,369.423,363.683,376.528,349.168
415.948,365.139,379.625,310.761,441.04,463.117
416.119,385.241,388.31,323.542,343.951,411.034
416.291,373.042,397.054,342.047,453.226,383.687
416.463,393.291,457.687,408.103,355.279,395.498
416.635,395.476,319.613,382.8,356.05,409.627
416.807,419.03,390.123,410.682,391.747,381.783
416.979,407.159,438.53,365.155,408.464,396.582
417.151,402.164,373.789,396.453,379.494,402.736
417.323,412.708,359.934,424.434,415.504,333.559
417.494,394.156,363.405,506.695,364.1,422.031
417.666,418.544,441.293,386.539,321.122,396.907
417.838,462.309,423.626,492.162,470.422,341.105
418.01,429.815,405.522,440.642,421.998,540.446
418.182,456.117,424.007,483.414,513.746,510.369
418.354,441.43,442.758,389.99,506.426,454.223
418.526,438.867,406.085,417.586,400.074,463.33
418.697,441.139,453.958,441.156,435.385,428.454
418.869,472.804,434.254,394.636,409.382,407.085
419.041,450.3,378.026,432.377,338.663,431.233
419.213,406.322,405.999,419.79,431.917,444.607
419.385,388.614,394.947,402.777,431.357,429.814
419.557,471.031,370.439,387.53,409.649,443.193
419.729,438.112,416.897,443.041,471.653,431.419
419.9,483.246,490.251,406.945,433.051,454.865
420.072,410.585,447.427,414.704,452.966,469.996
420.244,472.125,433.172,394.857,419.925,467.759
420.416,418.001,426.611,382.73,383.908,375.169
420.588,431.105,430.711,471.739,357.264,379.857
420.76,352.715,417.93,414.957,475.855,448.246
420.931,373.025,434.374,403.11,386.119,395.68
421.103,409.86,398.465,421.932,380.784,411.224
421.275,420.947,424.753,421.842,380.813,365.493
421.447,371.849,387.131,425.953,446.8,440.361
421.619,421.443,386.044,313.529,366.338,346.859
421.791,388.974,388.693,483.579,406.695,346.799
421.963,380.761,346.192,342.394,405.442,438.141
422.134,410.604,343.613,392.633,331.691,333.355
422.306,306.515,313.445,355.733,308.569,310.249
422.478,297.814,373.313,353.897,288.035,274.725
422.65,314.494,306.16,330.758,297.97,349.036
422.822,328.61,271.294,305.869,285.058,297.392
422.994,306.116,299.344,337.948,364.38,244.811
423.165,271.931,289.596,293.455,323.937,336.959
423.337,229.927,302.985,339.928,357.023,267.127
423.509,268.12,334.702,292.36,266.975,232.462
423.681,326.941,283.547,370.307,265.634,315.145
423.853,340.698,372.052,317.144,326.184,331.798
424.025,389.608,315.45,336.902,312.917,303.278
424.197,342.139,372.36,335.022,341.804,297.038
424.368,335.776,293.591,329.54,342.583,315.744
424.54,273.222,276.22,239.912,320.106,264.018
424.712,357.111,350.474,293.888,288.651,352.869
424.884,291.182,282.312,302.331,294.018,338.294
425.056,268.577,341.16,309.335,308.038,312.404
425.228,305.692,326.672,326.902,298.648,302.485
425.399,281.314,319.715,363.145,358.105,334.293
425.571,315.132,348.183,333.008,312.519,318.008
425.743,239.645,418.035,330.656,323.789,324.696
425.915,329.665,384.44,267.896,323.951,338.735
426.087,337.379,381.756,317.571,283.704,376.162
426.259,338.431,299.169,266.804,299.052,322.261
426.43,354.229,297.511,326.432,315.454,341.197
426.602,321.379,371.22,308.43,359.531,330.396
426.774,317.718,364.284,293.688,319.749,376.692
426.946,352.425,298.477,333.274,336.855,367.425
427.118,339.377,356.012,324.211,352.691,347.171
427.289,272.583,299.796,331.615,264.165,339.363
427.461,363.34,305.353,306.388,321.397,329.965
427.633,335.878,349.909,289.291,276.277,294.149
427.805,297.799,314.782,281.644,274.572,341.334
427.977,299.889,342.437,259.638,281.321,370.541
428.149,341.731,285.838,368.171,358.464,303.582
428.32,330.868,315.268,372.71,353.75,405.603
428.492,350.34,344.758,339.602,356.242,421.457
428.664,396.647,309.328,319.426,304.608,355.495
428.836,400.988,325.739,331.909,372.444,336.785
429.008,373.163,339.434,351.346,261.593,360.532
429.18,316.679,324.733,369.132,328.953,406.366
429.351,417.976,347.261,396.923,349.478,355.055
429.523,391.195,371.225,365.367,323.732,381.066
429.695,329.938,367.065,406.708,406.304,367.69
429.867,385.966,314.889,426.531,346.007,352.954
430.039,372.318,354.516,408.697,382.417,430.543
430.21,421.296,475.8,424.428,414.302,372.501
430.382,358.926,390.264,388.242,413.271,452.99
430.554,448.105,430.449,440.92,489.693,458.199
430.726,398.619,419.747,498.734,478.637,429.085
430.898,535.289,504.344,464.083,492.373,524.807
431.069,515.267,507.229,556.933,552.895,483.049
431.241,531.644,519.332,551.34,540.817,515.556
431.413,656.479,649.245,576.474,607.136,612.972
431.585,711.707,680.955,725.314,709.198,721.988
431.757,779.951,701.388,656.986,747.75,704.656
431.929,759.462,786.614,827.487,716.388,757.868
432.1,923.167,910.973,868.097,895.682,871.347
432.272,1208.33,1174.91,1125.0,1138.4,1245.91
432.444,1502.94,1533.87,1487.28,1555.94,1467.53
432.616,2171.45,2233.86,2170.18,2136.08,2162.67
432.788,2512.71,2487.1,2414.63,2469.07,2499.02
432.959,3028.85,3129.19,3054.63,3068.47,3011.61
433.131,4290.25,4278.02,4277.44,4251.04,4249.7
433.303,6744.94,6614.48,6722.42,6563.19,6760.38
433.475,9628.68,9462.5,9415.83,9499.26,9599.19
433.647,12248.0,12135.0,12181.9,12179.5,12341.4
433.818,15344.5,15486.1,15625.0,15627.4,15436.7
433.99,19714.4,19664.5,19675.2,19819.0,19831.0
434.162,23468.9,23596.8,23236.2,23368.8,23281.9
434.334,23049.9,22837.4,22989.6,22531.0,23041.5
434.506,19779.1,19444.1,19498.4,19473.9,19691.3
434.677,15993.1,16276.2,15991.9,15997.1,16373.3
434.849,9179.7,8888.9,9008.58,8904.06,9129.85
435.021,3278.49,3254.25,3344.3,3259.38,3322.32
435.193,979.017,954.128,1002.2,1028.85,1023.48
435.365,635.329,644.365,657.572,659.259,715.109
435.536,589.252,565.961,579.824,560.882,565.046
435.708,527.971,482.322,487.794,446.361,423.507
435.88,436.006,381.516,411.571,447.176,391.241
436.052,438.43,362.167,448.775,334.848,436.943
436.224,377.237,408.995,321.65,370.854,432.874
436.395,393.291,349.874,329.472,400.406,352.236
436.567,364.325,388.596,347.923,381.42,340.67
436.739,373.241,405.615,415.778,393.906,373.781
436.911,386.158,393.601,375.102,385.343,367.465
437.082,371.076,401.611,434.827,352.656,402.714
437.254,370.29,422.675,368.526,374.769,396.613
437.426,354.4,355.219,428.44,375.345,396.46
437.598,359.468,361.61,362.377,355.922,335.012
437.77,357.083,345.248,411.862,344.285,399.542
437.941,361.212,322.556,334.252,348.133,322.253
438.113,284.141,290.194,360.114,304.245,344.098
438.285,358.267,356.495,301.86,329.488,256.598
438.457,331.371,340.113,312.437,358.303,353.705
438.629,296.315,296.505,312.096,290.354,265.106
438.8,297.565,300.342,275.894,318.056,307.119
438.972,263.987,299.127,314.701,271.623,304.001
439.144,295.145,304.908,316.378,279.128,318.576
439.316,296.648,279.568,307.133,308.694,340.087
439.487,271.057,289.367,332.758,286.456,343.413
439.659,255.184,307.343,294.546,287.772,283.939
439.831,276.846,334.543,344.658,320.307,289.375
440.003,283.409,311.105,292.154,338.321,253.143
440.175,322.965,300.629,311.924,304.67,263.905
440.346,270.368,308.023,257.924,328.617,296.275
440.518,305.913,366.374,305.536,284.483,338.433
440.69,359.153,290.388,288.518,309.309,301.229
440.862,309.152,311.91,332.063,309.675,316.608
441.033,371.078,326.988,398.278,370.313,348.501
441.205,374.409,364.424,415.462,372.379,359.638
441.377,411.262,406.405,457.234,364.783,439.104
441.549,390.832,387.91,419.491,413.452,392.627
441.72,375.433,424.072,434.764,403.611,424.989
441.892,382.358,422.514,380.741,410.314,412.19
442.064,402.731,413.604,399.86,360.772,389.517
442.236,366.366,342.849,399.306,317.511,401.525
442.408,334.068,339.837,289.961,340.069,354.655
442.579,304.547,293.718,357.237,298.906,305.076
442.751,301.552,309.221,307.974,310.089,299.617
442.923,303.491,271.059,246.779,288.867,277.952
443.095,266.556,268.68,321.71,272.634,311.493
443.266,251.441,280.262,266.88,298.695,279.274
443.438,324.31,248.479,255.212,216.194,285.554
443.61,272.4,264.789,271.451,263.806,271.102
443.782,304.975,268.84,300.915,281.435,339.444
443.953,294.259,305.906,261.185,301.344,291.21
444.125,268.062,264.631,254.74,292.048,352.551
444.297,261.821,262.727,312.559,265.392,324.371
444.469,301.904,323.744,310.32,297.222,302.426
444.64,302.224,339.687,305.496,340.496,338.093
444.812,286.436,279.12,279.057,335.314,304.056
444.984,377.078,346.48,327.714,336.724,356.571
445.156,326.888,348.433,393.702,302.697,366.269
445.328,280.032,350.828,370.668,296.829,331.161
445.499,370.504,344.402,365.499,328.127,375.73
445.671,298.873,315.079,286.832,320.545,371.606
445.843,306.08,336.92,323.289,298.174,304.344
446.015,363.779,310.154,316.959,343.06,321.204
446.186,346.562,356.808,311.419,323.865,320.362
446.358,314.662,304.023,299.885,337.809,328.516
446.53,348.854,358.98,348.581,294.434,314.45
446.702,287.911,322.168,309.651,326.244,294.633
446.873,321.864,319.379,310.671,317.808,332.727
447.045,307.085,315.346,267.116,273.504,318.232
447.217,333.622,334.008,318.38,251.282,301.336
447.389,297.386,231.108,296.535,299.077,291.585
447.56,270.179,325.665,292.179,331.334,287.932
447.732,276.09,319.106,307.074,307.881,288.54
447.904,279.14,339.369,274.933,300.562,294.329
448.076,286.696,293.863,248.781,304.667,296.77
448.247,277.311,288.212,285.329,295.454,359.2
448.419,323.237,328.717,293.762,301.304,338.366
448.591,358.231,334.145,291.114,319.211,327.54
448.763,327.383,318.237,359.206,338.62,411.749
448.934,373.0,397.814,407.929,380.354,351.381
449.106,347.908,416.821,361.027,390.209,346.754
449.278,315.826,387.671,344.371,377.811,415.97
449.449,397.848,380.971,357.505,405.45,376.129
449.621,353.964,378.575,364.715,345.181,324.836
449.793,351.887,369.311,337.985,365.569,339.818
449.965,330.453,333.67,365.751,343.216,334.856
450.136,372.885,359.561,330.777,356.903,323.259
450.308,375.033,337.035,321.713,370.708,349.536
450.48,276.468,325.488,346.622,310.843,329.355
450.652,316.61,360.442,367.993,283.667,295.163
450.823,277.543,258.685,298.835,301.743,326.962
450.995,282.007,287.93,264.866,317.487,303.806
451.167,309.15,316.112,290.034,304.301,284.277
451.339,293.877,302.549,307.884,267.607,338.179
451.51,287.716,271.706,299.237,323.423,287.163
451.682,268.956,295.0,298.665,286.375,296.133
451.854,250.333,304.849,285.599,293.469,330.013
452.026,212.403,298.749,296.445,310.08,305.21
452.197,295.772,288.877,274.422,275.168,258.723
452.369,245.454,292.144,240.483,245.478,254.989
452.541,285.82,263.463,289.407,221.691,279.811
452.712,269.1,251.019,265.189,264.876,269.612
452.884,241.791,269.815,307.21,266.686,283.572
453.056,297.385,287.392,274.598,276.915,299.473
453.228,250.878,269.145,318.028,269.752,280.49
453.399,299.435,263.011,291.08,278.824,286.926
453.571,292.182,270.184,282.876,256.857,284.126
453.743,243.947,246.568,290.944,246.078,288.489
453.915,265.62,279.813,271.747,275.644,288.744
454.086,288.309,257.094,303.984,261.897,276.129
454.258,299.815,215.819,294.908,293.023,223.157
454.43,279.393,312.668,263.112,251.891,247.164
454.601,231.185,311.92,233.625,290.459,307.712
454.773,278.983,270.378,303.941,280.073,258.619
454.945,267.723,256.108,272.811,272.499,264.015
455.117,289.891,290.944,297.54,287.32,334.219
455.288,279.027,295.495,242.643,257.763,288.586
455.46,270.908,282.386,278.03,294.921,272.981
455.632,243.176,300.721,297.4,239.55,291.811
455.803,338.971,299.175,279.619,252.079,301.778
455.975,310.461,313.08,332.225,248.334,303.136
456.147,253.048,276.811,312.213,301.072,272.129
456.319,319.225,276.889,265.96,226.334,287.56
456.49,274.92,299.919,297.65,317.122,285.319
456.662,291.052,286.984,339.668,349.117,309.016
456.834,309.185,311.282,308.478,333.895,302.345
457.005,341.227,349.406,313.684,299.684,306.729
457.177,376.795,368.217,362.927,313.336,336.145
457.349,290.951,363.811,371.18,327.405,338.468
457.521,391.31,344.322,348.208,355.061,332.0
457.692,349.074,364.765,368.766,381.005,357.95
457.864,359.232,305.314,304.598,323.134,364.831
458.036,347.101,357.053,330.163,393.744,332.948
458.207,333.8,282.664,335.179,302.63,301.04
458.379,291.156,299.877,316.498,280.5,331.946
458.551,320.239,297.223,258.34,291.681,295.639
458.723,284.414,300.16,226.108,256.656,274.299
458.894,190.162,279.765,219.521,218.199,243.583
459.066,229.183,188.902,231.544,197.847,204.764
459.238,228.402,201.38,226.204,193.72,242.701
459.409,218.453,178.45,251.149,193.346,236.415
459.581,185.309,214.191,193.758,195.477,210.584
459.753,231.647,231.733,163.893,185.631,206.608
459.924,224.523,223.573,235.531,207.848,236.185
460.096,194.795,198.885,232.163,246.865,249.804
460.268,212.817,205.628,215.147,242.679,241.147
460.44,236.838,248.485,222.111,224.325,240.361
460.611,248.325,222.482,221.758,238.916,218.404
460.783,257.253,256.875,246.777,178.922,262.688
460.955,191.853,241.192,250.635,188.86,214.205
461.126,241.309,225.638,239.131,214.975,207.813
461.298,239.893,278.5,205.72,234.539,228.553
461.47,241.049,247.132,223.442,251.6,237.06
461.641,235.918,263.12,245.647,259.631,256.612
461.813,241.517,249.02,270.941,235.192,282.889
