?	Raw_E	Curve-2_E	Curve-3_E	Curve-4_E	Curve-5_E	Curve-6_E	Curve-7_E	Curve-8_E	Curve-9_E	Curve-10_E
nm	s.u	s.u	s.u	s.u	s.u	s.u	s.u	s.u	s.u	s.u
509.885	130.432	79.5323	88.3775	75.7466	76.3558	98.7314	81.0148	70.9824	87.625	107.534
510.057	92.9779	66.3851	67.3455	98.3424	76.2837	78.1303	93.0106	96.1361	78.9218	69.2495
510.228	120.176	88.1065	80.4837	92.4178	85.4326	55.9029	84.0158	71.7253	83.2723	89.9882
510.4	81.4943	90.3734	89.5646	88.598	84.1686	105.323	100.09	89.6634	81.2843	86.4467
510.571	94.3437	89.442	79.6139	64.1193	67.9586	81.5812	87.3742	87.9789	55.5596	84.264
510.743	66.5532	64.9257	75.8488	58.6483	47.9854	66.8212	53.1165	55.7171	78.5849	69.7454
510.914	105.592	73.2894	102.655	77.2434	65.8435	81.4159	83.9435	79.0568	88.4233	82.8394
511.086	96.6324	72.2254	94.4316	80.4549	73.279	83.6364	85.9204	84.0222	81.662	89.5686
511.258	95.1909	78.2838	84.7297	77.7569	73.0822	63.4196	98.7409	83.5774	67.2014	72.1067
511.429	93.5638	87.7086	73.924	69.219	69.2933	76.8805	85.1416	62.3054	80.6423	74.0645
511.601	78.1514	98.1307	77.7248	83.2039	85.9934	82.1509	63.6021	95.4186	84.1454	72.9085
511.772	78.114	67.8767	88.3347	88.1144	68.6191	82.3593	77.6907	78.781	87.074	97.6339
511.944	79.6277	60.1166	65.6748	52.8957	54.18	76.4753	67.6487	74.1482	70.3227	70.9833
512.116	67.2917	83.5747	52.2159	65.649	78.8714	90.4074	94.6615	71.9262	78.2595	86.8582
512.287	73.0977	42.3684	54.8802	60.097	65.1003	50.3977	63.5335	70.3067	63.5064	55.7607
512.459	76.8303	80.2085	61.0469	51.9096	38.3493	59.7745	77.644	61.3959	77.6208	64.654
512.63	94.3222	81.6008	62.9355	76.3383	58.8157	79.0013	74.3303	84.5856	76.0407	73.9731
512.802	95.1626	91.1219	71.7358	75.7203	75.7812	58.8398	64.0696	69.6112	97.9317	77.8115
512.974	99.4474	86.3585	78.3818	78.4045	60.2584	92.1207	81.0918	85.862	79.8258	64.0112
513.145	110.94	86.3531	86.7311	75.4636	89.2543	81.0551	78.1478	78.7359	62.6471	70.4265
513.317	107.051	80.4741	60.7143	90.7011	81.6627	78.1211	87.0006	80.2209	76.155	86.8874
513.488	94.6053	74.3129	72.2337	54.1802	81.0828	97.845	83.4758	74.2916	90.5089	76.7663
513.66	83.0325	83.5046	71.4286	88.755	59.5361	85.7827	75.3387	83.9669	86.0141	72.2966
513.832	95.1231	89.0141	70.8455	84.7565	91.6187	83.7349	84.5056	64.856	59.346	90.483
514.003	99.3744	79.8258	71.1558	73.8583	83.9052	87.4797	78.9755	86.638	91.8629	82.5209
514.175	101.156	81.205	103.205	101.517	79.1718	78.8506	92.9988	74.1202	88.0781	96.7732
514.346	95.5915	85.6046	87.661	66.5013	67.0224	74.4881	90.3485	73.1623	75.9335	87.0671
514.518	103.457	89.1881	73.0606	87.5997	70.435	71.3374	81.7899	80.1881	73.2516	80.2175
514.69	97.2159	82.2001	96.3554	86.4306	77.4902	62.6365	73.342	83.1304	73.5222	68.6177
514.861	88.0157	87.0522	85.2116	74.7925	71.1825	70.8685	74.5485	73.4291	86.1334	71.761
515.033	101.551	57.0978	85.4695	62.5165	72.9338	84.958	77.2646	105.155	82.2738	84.396
515.204	95.771	80.1487	80.9524	84.575	75.1962	52.7351	70.1255	90.6969	66.6796	80.3641
515.376	101.061	90.484	76.5798	50.0607	65.9971	58.706	90.3413	88.0214	67.1182	66.5855
515.548	73.9152	80.7046	97.208	64.867	66.8195	78.1077	82.0126	80.1733	66.7336	72.9589
515.719	92.1853	82.8329	76.8915	70.6378	60.7804	86.0165	82.2057	81.0929	86.7084	78.4711
515.891	96.266	84.0616	78.3679	66.8403	75.2643	86.2712	95.2056	73.4291	73.9819	72.4945
516.063	89.7116	107.285	74.7225	79.7669	69.7006	75.656	103.053	90.6662	72.9803	72.6968
516.234	91.1299	86.1145	67.6522	85.2387	89.1085	75.0899	94.3967	69.9265	75.7814	83.1978
516.406	88.4395	92.3346	101.068	89.5316	69.8259	74.1058	80.1614	62.9366	87.0598	61.2801
516.577	98.7105	75.7787	83.7487	78.2436	85.4387	78.6922	73.9454	92.7202	80.0909	83.6427
516.749	85.0467	84.3794	72.923	83.9775	83.9902	82.7437	83.0274	80.7162	62.294	79.3016
516.921	92.3559	81.6204	78.8105	59.8659	80.5059	68.2298	74.9902	84.4355	84.9844	71.2683
517.092	96.9653	87.3268	86.8937	60.5209	82.374	88.0577	79.5511	83.4397	69.0001	87.9762
517.264	97.7925	87.3261	71.8276	59.8612	48.3771	81.3783	82.1409	75.2875	67.4529	71.961
517.435	94.1168	96.3555	80.9439	61.9207	67.862	59.2813	88.3373	83.1935	73.9744	79.1739
517.607	86.7756	74.7682	63.4098	66.9709	60.316	81.6723	59.8702	82.0435	91.8327	71.3789
517.779	83.5646	87.4707	74.2422	60.7407	84.4123	80.1394	83.2653	78.6152	68.9535	84.7936
517.95	101.906	84.4163	75.6646	70.9099	67.1028	70.1734	85.4328	72.2087	89.3774	79.3625
518.122	75.9187	59.4975	78.4359	66.849	64.9452	83.1407	68.7694	78.783	71.9726	79.5127
518.293	86.7811	79.532	72.2143	60.8216	57.9674	68.6309	81.2552	75.6466	45.5592	84.9237
518.465	88.5664	75.937	84.7046	87.2986	76.1814	89.4069	78.1151	76.5469	86.7491	58.3764
518.637	94.0898	94.4325	77.8522	71.9149	82.3565	87.0885	64.5786	76.5375	73.5028	101.728
518.808	88.9325	81.547	62.2656	71.4363	71.8872	79.4233	72.4122	90.382	68.5331	79.1049
518.98	99.2771	94.0093	79.199	92.1354	83.6434	80.1186	87.6985	74.3684	73.6997	109.218
519.152	95.2787	82.4914	70.5113	63.9183	73.305	96.3601	66.7759	84.0286	71.3648	89.927
519.323	83.3417	77.8332	75.967	53.12	84.6534	77.5935	69.6365	55.8286	93.7765	89.2837
519.495	100.943	84.3279	92.8429	59.575	82.2057	84.5641	70.4583	69.5997	93.4671	73.8658
519.666	78.692	103.03	93.1787	70.6311	61.6861	91.9837	69.9641	65.3522	70.5506	76.1701
519.838	67.1693	68.7471	68.7447	72.9404	63.7938	60.7772	73.4503	89.6611	69.8187	70.2766
520.01	64.2327	68.6152	74.4653	65.0947	60.6201	58.5338	59.2862	77.3859	59.6306	70.3831
520.181	63.7804	68.6316	74.7413	61.3559	58.0464	68.6188	56.9351	61.4773	59.3979	66.4233
520.353	65.4973	65.6855	69.6374	55.8728	61.1983	70.5501	74.0977	79.3065	63.2463	76.2921
520.525	68.7078	64.9462	80.7572	77.9498	59.7601	57.0002	72.4119	77.1474	53.8939	76.6969
520.696	87.2266	79.279	84.1502	65.7546	64.7862	73.8937	73.4804	76.3533	63.8077	78.9275
520.868	98.1112	79.7532	48.4027	78.7865	36.7411	70.8944	65.8417	77.7571	75.9149	86.5895
521.039	89.5048	80.1451	64.7596	73.1312	67.9707	78.0176	75.9729	80.247	58.3714	77.6999
521.211	86.2271	79.7402	59.3537	75.7587	70.3916	77.3788	84.3719	89.5401	78.2145	76.8303
521.383	99.8543	82.3498	59.0519	72.7758	88.5733	74.168	77.014	79.6565	60.3496	71.0561
521.554	89.5797	81.5025	66.926	92.0623	71.7022	72.9094	72.7327	73.9652	74.8936	71.4384
521.726	96.8344	97.0582	68.5896	68.3393	69.9101	80.8252	65.1577	75.178	54.1476	75.1906
521.898	92.7098	79.5342	66.3302	67.9282	78.9709	89.1881	85.0827	75.919	80.5475	82.6322
522.069	93.5216	87.9564	85.3815	74.4872	63.7966	77.496	93.7475	84.8022	73.0103	67.46
522.241	94.7084	70.0791	76.4846	66.7911	62.8227	59.427	73.2986	72.9159	71.3056	83.7502
522.412	86.3521	71.6951	78.9852	64.9651	82.1141	93.1948	81.5488	80.7078	88.0458	74.2932
522.584	84.7215	63.6232	47.5012	75.4882	66.0165	67.9191	69.3521	69.4291	78.1506	55.8931
522.756	83.3391	86.8088	84.0034	72.9708	67.4066	70.9152	70.971	83.2026	95.1233	77.7082
522.927	79.4258	57.4939	80.0926	70.4547	68.7894	70.6938	42.8287	75.1746	80.659	57.5611
523.099	55.6969	63.5309	71.2974	71.5043	68.4598	67.6038	51.3412	49.8097	70.7226	61.7712
523.271	84.0091	72.5553	79.3919	46.7688	87.5745	63.5353	77.8243	75.376	67.3376	58.8567
523.442	81.4213	86.2663	59.4568	51.6575	62.7947	55.098	70.4717	71.4619	59.7925	60.497
523.614	76.112	66.3911	68.8207	68.7914	70.085	69.7169	79.788	72.58	60.5011	68.0354
523.785	77.8686	74.7124	79.2227	57.9359	67.9296	93.3811	47.7165	74.9964	80.0156	87.5782
523.957	79.504	59.8758	81.544	49.4967	56.0655	42.8746	74.0373	73.1983	65.1837	58.1114
524.129	65.9931	69.0127	77.1568	71.1983	83.6757	86.4944	79.0241	81.1522	73.383	98.2677
524.3	93.2702	66.1532	64.4823	69.4371	72.9858	62.2024	76.0879	81.6011	66.3907	76.1667
524.472	84.9229	83.64	91.4996	73.3169	63.2572	91.0324	89.9564	78.0047	68.2261	86.1787
524.644	75.0486	79.6649	77.9984	70.2296	88.3693	74.1144	56.8715	69.4662	64.8965	99.5216
524.815	98.6072	88.9107	92.6946	100.616	54.4221	93.8169	105.689	71.6845	89.3851	86.4581
524.987	113.202	83.1563	81.4848	92.5536	86.8111	116.587	69.2968	71.6355	89.2819	86.3667
525.159	82.9769	64.9999	63.5515	66.6806	57.5604	61.5057	63.3727	65.2525	64.9977	72.7127
525.33	105.551	106.33	89.306	75.9538	66.1635	80.942	65.2013	103.42	79.9149	90.5584
525.502	125.939	89.5346	85.3786	80.1592	99.0052	98.8899	99.8517	71.7498	79.3803	89.3337
525.674	100.185	86.3757	86.0441	95.2194	76.0286	94.1221	86.7679	93.5797	97.8114	103.919
525.845	87.6686	82.8532	81.3972	78.4401	74.755	94.6354	78.7525	90.7249	89.7881	88.4816
526.017	115.638	77.0597	95.5184	91.8975	98.2907	92.1509	82.5891	97.43	100.967	96.3122
526.188	111.101	82.9903	88.0327	85.0797	101.797	67.1751	76.8756	86.1362	93.0438	104.295
526.36	94.8656	83.969	78.4676	81.3532	76.7664	82.5031	103.248	62.1757	98.1111	92.7547
526.532	97.1067	80.8816	65.977	82.5213	68.0837	95.9958	69.1654	77.0789	88.2421	82.683
526.703	90.6005	94.5489	70.1521	74.7838	78.9085	75.4858	86.6802	88.9745	76.6781	80.069
526.875	104.702	71.8972	81.3456	66.6014	62.2649	89.1324	82.0677	89.0411	78.2979	69.4389
527.047	84.0018	77.7208	74.696	68.4251	90.1128	64.6794	76.085	73.4841	66.9809	85.7145
527.218	82.2359	91.5244	66.028	64.2044	76.1128	78.0334	78.0968	73.0475	80.114	88.1759
527.39	78.3756	72.5183	89.3257	64.5476	51.7421	75.0544	79.7972	73.8488	75.8037	67.8318
527.562	89.9248	77.201	63.9501	66.5736	58.2409	71.4997	77.788	67.4072	71.3543	60.5145
527.733	102.676	72.7815	50.291	67.7201	63.4024	70.6354	56.321	65.6786	74.9077	66.5606
527.905	79.3629	75.59	62.4124	85.1025	60.7008	63.5088	66.6649	73.7951	65.3408	60.5457
528.077	75.2091	74.086	60.6886	80.9484	70.2349	69.511	55.0074	74.057	59.2017	69.4178
528.248	64.8396	47.9114	61.3783	70.5604	42.297	49.5004	70.6716	52.2695	52.4176	47.8677
528.42	100.406	74.0737	52.1767	54.9779	57.9247	68.413	75.9425	76.0066	61.6654	96.4138
528.591	78.0089	65.1057	85.5179	74.5147	63.4356	64.708	68.7173	81.7013	77.6817	61.7667
528.763	81.2147	74.863	71.6232	72.448	78.0243	63.9397	70.5874	91.0516	68.6019	48.0517
528.935	87.2692	77.1915	88.207	76.9694	65.8764	69.3402	70.2845	84.3844	70.0536	88.9841
529.106	94.6634	84.3708	87.0509	79.3244	76.3464	67.0936	67.38	67.663	78.3301	74.6729
529.278	64.5584	76.1744	64.8425	70.6943	69.2506	66.8058	78.4669	76.1239	84.7941	64.5238
529.45	76.0214	74.9708	71.2985	72.3317	60.6437	82.4095	93.5936	76.6554	67.6343	75.7757
529.621	80.8961	65.8859	89.2538	75.4592	72.4885	77.2552	74.7068	77.604	76.8656	75.8517
529.793	115.391	84.8769	76.403	79.8384	63.5566	80.544	79.9577	80.0201	69.8995	76.085
529.965	81.7945	84.8875	72.0773	65.7093	71.0105	73.8139	76.4941	71.3333	77.5563	70.2368
530.136	81.2852	68.534	64.8655	69.3654	65.9668	79.1898	76.8714	57.6112	56.0004	64.1147
530.308	95.9386	71.7396	64.1733	69.7461	80.0003	71.9695	55.1405	74.4832	62.0397	50.4246
530.48	74.1433	69.4389	82.2453	70.9141	69.9025	65.9852	67.139	55.4947	71.6579	62.4212
530.651	76.0638	76.793	77.4484	75.4426	51.323	70.7515	50.0919	55.1181	59.9856	71.3028
530.823	83.1998	73.8073	58.7233	70.7288	75.964	79.4108	57.4993	60.36	57.6716	72.6329
530.995	80.0702	79.2792	61.3396	93.2883	64.3748	64.5808	77.6284	68.1718	65.2633	53.0215
531.166	89.3832	71.4318	88.1911	70.9317	76.7929	81.7416	82.0285	102.29	82.4102	77.3457
531.338	79.2645	61.0922	47.7587	70.4822	65.5961	58.9362	68.6825	61.8613	64.7651	67.4384
531.51	74.9578	86.2241	69.481	65.3388	60.6743	56.3938	44.6674	61.8871	71.4315	78.1777
531.681	80.6764	91.2915	67.7104	78.3558	47.7711	54.6402	76.5664	75.981	73.9417	69.9684
531.853	83.9246	65.4446	51.0978	63.647	50.0102	63.7146	75.7635	72.6126	56.6736	66.8243
532.025	84.4662	53.2265	57.4711	59.9628	60.2228	63.6603	66.2951	49.0638	74.1313	59.08
532.196	75.9123	68.5741	74.9547	58.0213	51.8776	70.2582	47.0637	74.2306	67.0695	75.0697
532.368	82.0626	73.249	69.1715	58.2298	67.0143	46.7888	73.0827	64.1855	77.2833	76.7472
532.54	85.4336	69.3944	68.7254	67.8029	67.4198	74.2622	65.8188	73.5404	68.5224	64.3683
532.711	84.254	85.9061	74.4281	74.7773	85.1844	53.2587	90.5953	76.0414	61.0927	93.1724
532.883	90.9449	68.0676	54.061	61.5997	68.3989	77.1149	43.5643	81.4744	58.2917	58.4043
533.055	70.943	58.8478	59.6461	58.3022	68.6993	74.4552	62.4736	59.3545	69.1664	51.0868
533.226	67.8566	82.3792	66.7243	77.1863	58.8747	67.3591	69.122	79.5031	68.1962	71.8961
533.398	78.4365	70.022	63.0214	65.0445	49.7235	50.8346	63.312	57.059	79.4074	62.2934
533.57	70.0444	66.2487	55.6707	67.7894	49.7266	43.056	63.5317	69.4722	74.8008	67.7701
533.741	72.2594	78.9717	54.7929	77.1427	76.3214	57.9409	64.3076	57.651	56.4593	49.0356
533.913	90.8927	52.4192	60.3418	53.5371	57.132	57.8225	60.4222	61.7355	65.1692	75.3782
534.085	66.8505	55.3075	32.1543	60.6154	57.0668	51.0448	59.3069	54.9517	62.5744	73.6086
534.256	80.6587	59.1694	31.9382	57.3346	50.0363	56.3771	71.7015	58.8037	60.1164	55.0226
534.428	63.9634	66.0735	53.0443	49.6207	59.6554	71.0078	60.8542	44.1984	52.1934	65.268
534.6	69.5594	58.5128	65.3226	65.4491	53.3478	61.9856	63.3175	50.2113	56.7448	61.2576
534.771	65.1093	74.937	79.6453	69.764	64.9775	60.8881	72.0161	62.4767	65.8687	69.7504
534.943	90.8207	67.1978	68.5545	66.6	61.8262	72.7128	83.5902	68.0663	63.9635	71.5723
535.115	96.9944	69.2526	75.998	66.9925	60.9775	76.2112	68.8245	60.5762	56.8909	69.6786
535.286	81.4899	68.9031	67.1435	75.5544	72.6517	76.6834	74.8987	79.2997	59.864	77.8244
535.458	70.0885	69.115	62.7999	66.6457	52.3585	64.0481	74.894	61.9	72.917	87.7525
535.63	69.2397	64.9932	71.6785	87.6645	54.0596	64.2658	86.4009	62.5398	69.3789	68.2845
535.801	78.7261	73.8869	62.4588	73.4665	52.8977	67.3995	73.854	70.817	50.5012	72.2288
535.973	66.7427	56.8125	72.2515	61.7092	73.1629	74.3085	72.9577	67.6764	69.9578	75.8433
536.145	114.508	73.0011	60.9401	71.5564	67.6327	84.2144	71.5306	67.8711	72.2311	71.7567
536.316	94.683	68.81	71.1308	78.403	83.9064	63.7729	81.0449	72.7004	66.9967	75.1274
536.488	94.9671	74.4811	62.2988	48.5296	74.8304	77.4098	59.3309	77.5384	54.4987	91.3866
536.66	81.0637	82.4154	57.179	70.7521	55.4248	81.4661	62.7809	73.638	79.3714	74.2207
536.831	81.5625	74.5422	60.3156	74.1017	64.2777	69.7152	73.0656	72.4976	80.277	83.0839
537.003	66.0758	76.7928	66.8806	65.3592	63.7012	68.3139	73.89	69.6627	64.1874	68.412
537.175	93.1528	74.6239	64.724	74.7764	80.2243	74.8853	51.4199	76.0288	80.3053	69.0951
537.346	77.8332	82.0423	74.9766	75.2857	63.0508	75.1897	74.6646	67.9958	80.0124	64.3042
537.518	98.1606	76.2187	66.5319	72.9196	74.7082	73.4351	77.9809	82.0782	70.5331	76.7758
537.69	83.8162	74.2357	81.9876	106.427	79.0134	71.0464	73.1601	73.2028	70.3747	81.8922
537.861	96.6807	74.5215	82.4781	70.4111	81.3294	75.9974	83.9939	84.848	77.3544	79.7458
538.033	80.7159	69.3676	75.8695	80.2137	81.3851	77.4971	75.1587	78.8379	92.7866	92.7489
538.205	108.263	78.4622	67.3678	83.8685	75.1249	81.7526	84.8755	89.1692	63.2636	88.935
538.376	99.9599	95.1134	74.6033	81.3447	68.6143	83.0707	80.9435	76.1525	74.5412	95.6476
538.548	86.072	65.3177	78.2296	79.3342	77.0727	69.5833	57.9923	66.6913	61.4556	75.9198
538.72	83.8121	78.1371	73.9311	78.2679	55.2216	73.5388	70.1954	82.949	65.5988	73.2306
538.891	89.3359	67.7755	71.0228	81.1884	82.954	56.3355	69.511	73.1763	64.5174	83.4119
539.063	69.9903	57.9613	53.1629	74.1137	63.4322	66.6116	71.1117	91.6065	70.1418	80.3415
539.235	103.383	79.6835	66.247	67.7485	71.7141	70.0748	78.7979	71.4078	72.6079	78.0005
539.406	85.3188	76.9554	78.9551	71.2589	70.9997	78.1697	57.2925	59.1284	68.8987	81.2568
539.578	82.2399	86.4553	75.4544	71.9443	64.2813	70.2622	66.347	83.0025	85.5952	60.7456
539.75	76.9529	84.9698	68.5729	68.8658	52.6044	68.986	64.6735	74.3156	71.3038	68.0782
539.922	95.7378	85.7944	68.2432	73.5191	70.4661	76.035	67.3491	84.34	62.3856	62.365
540.093	76.265	61.7727	66.3449	68.2252	70.9474	69.7426	63.2642	68.8753	56.7146	78.1932
540.265	89.4473	75.9175	66.9435	77.6021	78.7369	60.9751	92.1714	63.6952	77.039	71.0366
540.437	85.1935	91.9895	67.5931	84.7245	73.7523	87.2303	64.7257	73.2854	61.7637	87.5178
540.608	96.3903	80.6375	73.0996	70.4151	80.0306	90.1216	82.6984	77.3954	72.8176	85.0686
540.78	100.984	85.1602	90.5042	98.3301	75.6386	86.9469	90.2126	79.1369	74.7473	91.6008
540.952	90.7889	91.8278	84.2664	93.2963	88.8576	89.8448	72.448	68.5112	83.7907	101.262
541.123	97.5347	100.371	96.1959	89.1634	94.6232	86.13	70.6056	101.281	86.0299	110.334
541.295	115.444	106.577	101.009	96.9314	90.9129	97.6533	82.8737	113.048	94.3851	86.243
541.467	108.495	93.99	102.631	79.0586	93.369	93.5797	90.3208	96.2698	90.3217	70.9986
541.638	101.624	85.1916	83.3837	71.8579	59.3827	101.301	101.983	89.0354	90.7679	92.5355
541.81	104.22	88.9824	93.8574	85.0911	82.2556	100.361	98.0946	86.1385	80.3989	86.4907
541.982	86.1804	87.8321	75.3577	77.6148	71.2159	77.7444	84.5545	85.1834	86.7336	83.9585
542.153	76.24	85.3654	74.5354	81.2793	65.7023	82.1991	86.802	76.4443	76.9896	89.9315
542.325	104.373	76.6709	79.7558	81.7912	69.3628	84.082	75.5575	91.0646	96.5041	81.0335
542.497	87.4676	76.1285	70.3824	87.6001	62.898	73.944	69.1119	78.011	79.3541	68.9099
542.669	77.9824	77.8844	67.4333	76.3504	70.9627	77.663	75.2027	73.8624	60.2701	71.6607
542.84	80.3164	76.3273	72.9497	67.3539	70.5872	58.2998	66.4118	80.5259	63.4647	75.5943
543.012	76.414	63.2194	69.4315	57.7646	64.916	64.3601	67.5852	71.3375	56.6129	60.9222
543.184	71.3596	70.8851	68.2899	60.1436	44.3917	53.8194	59.0033	60.9948	72.6962	68.0007
543.355	67.6856	67.4247	61.1228	62.9521	50.7628	62.5062	69.623	66.7298	51.4635	71.5632
543.527	60.7692	65.385	65.3286	55.2469	61.4037	68.8619	63.2919	74.6533	58.1979	56.0556
543.699	77.0608	53.1683	49.7917	41.4699	64.8077	59.9631	54.9805	63.8003	54.9641	48.7222
543.87	52.6596	59.0239	52.3479	62.327	51.5403	60.1379	59.6503	48.0253	50.4936	62.9405
544.042	75.2038	61.9392	64.5906	66.022	52.1225	59.1674	49.3508	65.5138	56.9056	59.8333
544.214	58.4247	69.8352	64.9094	51.3901	52.4526	41.6321	58.229	64.473	50.6309	53.5567
544.386	63.8368	66.1263	58.296	59.9158	58.4544	56.7642	53.5645	71.2365	70.0126	66.1512
544.557	62.2035	62.5448	72.5778	38.8416	53.701	61.9104	67.4458	73.3065	63.3403	67.0446
544.729	71.4069	77.1855	68.9687	56.6338	64.4752	55.0336	64.8199	57.874	48.1224	63.0617
544.901	68.5591	75.303	64.1938	60.392	56.0282	53.9594	60.4401	61.4382	56.1507	61.0056
545.072	74.8606	51.7188	56.8323	70.7759	44.2548	61.6715	65.8165	68.1595	56.9098	61.1733
545.244	72.4359	62.8048	58.8601	54.6885	64.9701	66.1964	66.4863	74.2168	65.2892	68.2014
545.416	82.027	78.3624	57.4716	56.5729	54.7254	66.9277	46.9981	68.5951	65.4429	64.3115
545.587	81.1715	70.2311	62.8325	48.4909	66.6173	64.0057	70.8253	48.0003	60.4083	58.1311
545.759	77.6104	57.3858	68.6531	61.3999	58.2045	53.6538	63.5716	52.6253	50.2434	67.4053
545.931	64.7907	73.4497	53.9094	67.6435	54.4364	63.5567	58.2629	57.7149	71.3136	67.102
546.103	71.4852	73.9853	76.3887	66.2584	69.6041	59.2919	62.8514	64.0347	62.6153	55.9093
546.274	82.3786	64.3687	57.9363	46.301	59.6022	62.9428	69.3685	53.2907	55.3221	41.7378
546.446	80.678	64.6554	56.8507	45.9218	45.424	58.9925	46.1663	52.7543	42.0772	60.0372
546.618	77.0198	65.8852	46.7693	47.5999	52.4757	69.8393	66.4798	42.8834	50.8755	56.0888
546.789	79.9489	69.0249	53.7654	67.448	63.683	65.873	57.9134	63.5057	59.0163	74.9684
546.961	78.5868	65.3907	46.1304	64.5769	62.7307	77.5618	69.4247	50.6836	62.8617	60.4026
547.133	82.874	66.7685	58.2233	70.1802	53.3683	74.9364	56.6156	60.0979	66.1607	68.2998
547.305	81.3235	65.5293	75.139	49.4454	52.7503	56.2772	61.336	55.6409	62.0405	76.573
547.476	88.1605	70.709	53.3361	56.276	56.732	71.5866	61.5145	66.5324	64.5369	59.7681
547.648	87.0364	55.1342	68.023	53.9336	58.9708	66.1328	55.3336	67.4066	43.2342	80.1673
547.82	70.8928	66.5285	61.2558	61.8873	48.0048	57.8385	56.7911	61.0221	61.5121	71.4811
547.991	75.6086	77.747	62.5716	56.7206	64.2133	56.8771	62.5029	60.4338	70.2558	80.9644
548.163	83.998	66.0915	61.7757	67.5593	57.6976	66.1877	80.9835	58.2979	61.0761	59.5843
548.335	59.8654	60.2792	60.9282	50.8636	53.984	48.3446	58.9482	66.9975	57.5551	68.8579
548.506	59.4114	53.7384	77.0525	56.3409	60.7835	59.546	56.2159	60.0536	71.398	80.7713
548.678	62.4171	67.6042	65.5776	70.7777	77.6966	83.6989	56.7453	77.348	49.4451	66.2478
548.85	87.4253	68.4065	75.529	73.6795	66.4977	62.0187	54.6847	67.1008	83.0243	66.8601
549.022	69.3027	83.0393	61.4389	66.8138	80.171	65.4522	63.0821	64.4386	65.107	66.2877
549.193	57.5852	78.6907	70.0267	52.8312	64.2553	71.1873	66.1704	59.5623	68.3751	69.9351
549.365	82.4012	65.5417	64.6537	68.1289	62.2937	71.8982	74.2789	68.6039	82.1958	70.6434
549.537	55.2337	68.5917	77.5864	66.6179	52.6103	50.0517	58.324	70.1337	68.1418	64.5712
549.708	75.7691	57.1988	71.7047	63.5871	51.8602	75.5285	76.0087	61.4014	58.4593	67.4319
549.88	66.8906	70.3661	61.687	65.5417	57.9969	65.8903	64.4702	63.3565	62.3148	70.7163
550.052	63.8044	54.1396	55.5399	64.9256	55.8454	54.2295	42.524	58.9258	64.7399	46.6894
550.224	77.6959	49.7102	54.8827	47.9221	44.3726	42.3962	62.7779	51.2416	49.6298	58.2029
550.395	68.0009	65.0472	58.8529	57.5796	48.1671	71.1766	57.4637	64.4906	68.9343	69.3584
550.567	63.0491	55.9101	44.5901	57.3455	48.2973	70.5875	66.5171	51.7547	61.1393	49.0488
550.739	66.4117	65.7388	42.5522	51.2904	57.1916	62.7859	55.1434	47.991	50.5345	58.5153
550.911	62.3663	42.0479	56.827	59.5216	67.1235	65.3513	66.0193	70.1999	59.3323	56.3579
551.082	54.026	54.4751	66.838	62.534	48.1909	54.5512	65.826	61.3062	78.2545	63.7162
551.254	76.2782	75.6177	67.5538	63.0796	66.3251	57.5913	59.2006	52.253	64.0199	66.3319
551.426	69.605	53.316	68.4195	71.104	57.7739	69.0091	51.0315	57.8355	44.9239	64.1851
551.597	71.5823	69.2265	60.7862	60.0807	60.3111	66.6515	67.6955	76.1986	58.9482	49.2015
551.769	82.2528	84.0325	61.393	55.9608	56.5756	61.2277	65.8664	57.3838	64.8469	66.9734
551.941	77.8223	76.6	55.9218	61.9959	55.6342	66.1157	62.4513	62.2872	52.9543	65.0583
552.113	85.9764	77.7717	68.7622	63.7205	68.8539	67.0898	71.1508	70.6096	69.3749	68.1054
552.284	84.9533	82.5964	67.5597	71.3769	55.5898	76.8179	72.0202	72.7984	72.3172	74.064
552.456	88.5552	83.0014	73.0573	70.2803	59.0221	69.5037	74.1255	72.8315	82.1424	75.9793
552.628	75.1988	71.6999	75.7055	64.9984	56.1736	74.22	62.4329	67.364	63.299	78.0674
552.799	89.2482	62.4497	69.6318	63.095	75.9257	75.2998	73.7091	67.1492	66.2898	75.1839
552.971	96.7289	84.1721	69.3068	87.0947	71.0991	77.2568	66.9794	70.967	89.5469	68.8381
553.143	92.2364	87.8241	85.6007	76.9959	80.9847	88.4467	82.7185	84.6232	77.3689	100.556
553.315	90.8462	73.636	81.5731	79.5506	82.7889	74.0716	82.8289	76.6438	74.4675	82.799
553.486	93.1302	69.7894	65.8761	74.3645	67.6451	80.9115	88.8947	75.9717	75.6733	70.4758
553.658	90.6514	78.78	71.1214	75.4747	68.95	77.1422	72.9362	72.7718	74.345	72.342
553.83	81.0716	67.6381	71.4308	57.3766	57.7911	52.4665	78.5145	69.1377	60.9455	67.5795
554.002	80.0456	69.646	67.4215	65.59	63.7488	72.1389	69.614	61.7544	68.7763	51.5645
554.173	83.6492	68.4096	64.4983	54.6147	65.6986	80.0709	82.6092	74.0156	78.2105	56.9149
554.345	77.3827	61.7577	73.4011	71.3839	54.9248	61.0573	73.5296	84.4226	62.5701	77.808
554.517	68.3622	67.5451	67.5677	67.4245	45.7262	61.9732	84.9312	68.2813	58.4268	77.2182
554.689	67.6978	69.8787	66.1549	72.3793	65.1072	76.6687	75.0863	76.9821	67.3167	72.4318
