?	Raw_E	Curve-2_E	Curve-3_E	Curve-4_E	Curve-5_E	Curve-6_E	Curve-7_E	Curve-8_E	Curve-9_E	Curve-10_E
nm	s.u	s.u	s.u	s.u	s.u	s.u	s.u	s.u	s.u	s.u
650.085	7190.66	6693.41	6673.33	6643.28	6534.38	6711.28	6649.73	6665.98	6694.42	6796.22
650.257	7616.8	7148.26	7082.58	7158.93	6980.64	7163.69	7060.72	7132.72	7170.94	7306.32
650.429	7675.12	7228.88	7182.36	7243	7009.39	7227.36	7119.95	7153.76	7259.68	7360.38
650.601	7810.65	7311.98	7275.29	7350.96	7055.19	7337.19	7227.39	7367.38	7298.48	7396.48
650.773	7664.19	7258.08	7157.06	7155.49	7101.14	7227.59	7151.63	7202.41	7222.44	7339.48
650.945	7842.18	7440.76	7376.34	7383.7	7211.15	7286.73	7231.87	7311.9	7396.25	7465.38
651.117	8121.66	7689.3	7580.03	7704.03	7514.62	7627.7	7542.7	7612.77	7657.39	7800.97
651.289	8371.16	7769.19	7734.7	7808.27	7705.55	7722.65	7707.01	7738.72	7818.56	7984.22
651.461	8156.03	7625.68	7644.03	7641.23	7555.4	7684.94	7630.74	7668.47	7711.04	7814.58
651.633	7969.72	7551.34	7437.59	7579.06	7391.06	7546.66	7404.09	7496.3	7635.28	7646.46
651.805	7856.33	7371.89	7396.62	7477.39	7355.19	7415.58	7273.94	7445.14	7403.93	7560.37
651.977	8211.65	7790.3	7798.56	7813.81	7621.61	7801.23	7703.71	7724.57	7780.46	8042.66
652.149	9172.14	8731.66	8667.35	8745.53	8607.15	8673.52	8612.98	8703.1	8725.5	8949.5
652.321	16377.7	9773.1	9657.67	9728.1	9676.87	9732.69	9644.34	9718.1	9724.72	9979.41
652.493	16377.7	10174.9	10121.2	10170.2	9970.34	10183	10056.9	10050.4	10172.4	10342.1
652.665	16377.7	9943.99	9852.92	9911.02	9798.79	9867	9775.49	9931.19	10015.2	10128.2
652.837	9854.07	9214.37	9233.36	9295.2	9106.29	9228.83	9080.87	9183.46	9350.84	9392.07
653.009	9307.02	8621.59	8672.04	8724.57	8539.51	8744.1	8622.48	8665.53	8721.71	8870.46
653.181	9266.17	8763.03	8722.29	8782.92	8569.66	8682.25	8672.53	8658.65	8691.66	8796.72
653.353	16377.7	10092.6	10017.9	10031.6	9864.98	10023.4	9947.86	9907.59	9963.67	10167.5
653.525	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
653.697	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
653.869	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
654.042	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
654.214	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
654.386	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
654.558	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
654.73	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
654.902	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
655.074	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
655.246	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
655.418	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
655.59	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
655.762	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
655.934	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
656.106	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
656.278	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
656.45	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
656.622	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
656.794	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
656.966	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
657.139	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
657.311	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
657.483	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
657.655	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
657.827	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
657.999	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
658.171	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
658.343	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
658.515	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
658.687	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
658.859	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
659.031	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
659.203	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
659.375	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
659.547	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
659.719	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
659.892	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
660.064	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
660.236	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
660.408	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
660.58	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
660.752	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
660.924	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
661.096	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
661.268	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
661.44	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
661.612	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
661.784	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
661.956	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
662.128	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
662.301	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
662.473	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
662.645	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
662.817	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
662.989	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
663.161	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
663.333	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
663.505	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
663.677	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
663.849	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
664.021	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
664.193	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
664.365	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
664.538	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
664.71	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
664.882	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
665.054	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
665.226	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
665.398	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
665.57	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
665.742	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
665.914	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
666.086	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
666.258	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
666.431	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
666.603	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
666.775	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
666.947	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
667.119	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
667.291	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
667.463	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
667.635	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
667.807	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
667.979	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
668.151	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
668.324	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
668.496	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
668.668	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
668.84	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
669.012	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
669.184	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
669.356	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
669.528	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
669.7	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
669.872	16377.7	2220.95	1811.51	7281.26	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
670.045	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
670.217	16377.7	402.72	386.414	374.323	382.103	6515.38	4300.35	907.356	390.477	399.136
670.389	16377.7	16382.3	16379.6	16378.9	16377.3	16379.8	16380.1	16379.9	16378.3	16379.5
670.561	7554.83	332.978	327.172	378.224	374.973	373.983	368.227	380.154	367.515	385.776
670.733	16377.7	179.151	162.853	960.4	3453.26	16379.8	16380.1	10386.5	7838.58	7778.6
670.905	362.04	156.023	165.357	167.682	202.741	353.036	342.102	301.305	254.964	256.507
671.077	16377.7	162.233	158.561	164.079	148.206	325.003	161.91	170.276	167.953	158.295
671.249	387.839	166.583	175.388	158.996	150.571	150.286	170.722	165.92	153.255	174.23
671.421	1989.39	165.786	139.856	171.201	153.348	181.555	170.629	164.586	162.618	160.244
671.593	194.312	156.328	160.674	158.366	161.171	150.014	151.731	159.229	150.665	145.613
671.766	172.351	162.558	157.106	137.369	146.925	167.458	148.361	146.059	164.192	159.152
671.938	164.647	156.285	145.857	150.842	134.97	152.47	147.251	141.395	140.671	156.969
672.11	160.133	142.475	120.982	142.373	140.722	128.322	131.465	146.265	153.206	141.385
672.282	164.116	151.277	132.82	148.68	123.341	126.087	131.9	131.377	144.903	136.294
672.454	144.661	137.715	143.825	137.963	143.605	129.808	140.239	151.277	131.522	138.401
672.626	146.998	120.467	127.829	131.04	136.331	122.346	147.555	135.997	130.647	143.759
672.798	145.614	154.848	121.506	131.462	131.233	134.155	137.29	125.041	131.779	139.895
672.97	133.591	129.853	122.449	123.345	140.355	127.105	141.081	138.781	136.103	135.512
673.142	127.511	121.47	128.81	114.787	117.931	129.911	133.577	119.025	122.918	141.154
673.315	144.01	118.221	115.971	109.933	120.906	140.009	124.121	142.801	110.251	123.528
673.487	129.298	128.754	116.007	119.218	112.407	117.821	108.861	121.682	117.045	137.981
673.659	138.788	126.494	128.872	125.32	125.45	121.075	114.781	131.523	116.384	131.81
673.831	119.466	129.764	118.812	112.248	103.849	100.022	120.204	111.158	109.013	121.388
674.003	126.928	102.056	109.398	111.004	109.708	128.795	129.087	116.841	111.321	116.771
674.175	124.3	120.569	114.59	117.793	121.647	108.409	115.272	109.244	112.249	125.334
674.347	137.251	122.86	118.833	121.504	95.8729	117.625	109.923	114.907	88.9588	127.271
674.519	137.995	125.725	113.521	113.529	124.853	118.711	119.713	128.078	115.268	120.898
674.691	115.031	110.393	109.033	109.219	117.89	128.109	112.563	127.166	111.14	113.928
674.864	125.184	124.831	101.997	126.491	116.5	136.811	108.357	125.757	112.789	109.362
675.036	116.65	118.066	120.438	107.824	97.2858	101.275	115.61	116.331	114.008	117.328
675.208	136.883	112.469	109.686	112.366	123.538	129.845	110.547	105.393	103.603	124.379
675.38	111.716	116.865	108.037	109.111	99.8159	109.672	98.5857	109.441	99.1177	110.971
675.552	96.9963	112.646	104.523	109.337	100.033	108.295	85.4513	110.912	103.071	123.834
675.724	114.966	97.8211	92.8973	103.43	97.6771	113.265	102.677	111.963	114.453	102.084
675.896	118.385	111.051	99.5289	103.105	91.4671	100.277	88.6189	100.936	94.8655	101.937
676.068	92.9868	102.059	100.167	101.959	84.7981	113.751	101.385	98.5435	86.4129	88.669
676.24	88.9338	100.862	101.467	86.1379	85.2005	91.3351	91.4484	80.5798	80.7512	86.9318
676.413	94.2513	91.0221	82.3551	103.759	83.9228	90.9474	89.0995	88.9326	96.948	86.3674
676.585	104.367	92.2084	98.8826	78.0142	86.7132	98.0246	79.9361	93.1528	105.638	85.5891
676.757	89.7377	85.0953	82.312	108.491	77.643	91.9605	102.044	96.5361	92.6094	95.2203
676.929	114.073	76.5681	107.019	90.6757	97.0225	93.9025	86.9076	76.788	92.7704	84.8932
677.101	93.4295	77.7641	86.5444	99.0054	80.8098	89.0698	81.8897	80.2994	89.7171	78.8065
677.273	97.1673	92.3499	79.9558	90.6427	86.6782	75.5411	85.0876	92.3957	74.9435	73.9943
677.445	90.6047	72.4288	79.7947	98.4992	78.3304	86.9516	86.353	87.9666	72.4659	81.8431
677.617	81.8579	86.6515	76.7425	68.9131	73.319	78.7366	80.9878	82.2459	72.6174	84.6705
677.79	87.0416	64.3464	73.3439	66.928	82.7702	71.5931	84.2012	64.7563	88.3127	69.15
677.962	66.0356	92.3822	65.3738	72.3295	82.7911	83.2209	85.6501	78.8925	69.0865	72.7668
678.134	78.064	89.2684	82.9234	65.6581	81.6373	71.3827	78.4415	84.8635	77.9089	82.479
678.306	100.281	84.4415	77.3894	65.4799	69.1652	76.0012	77.3602	71.5013	79.3162	64.3167
678.478	94.22	84.9347	76.983	72.0021	73.7374	82.5422	66.0817	76.073	76.0647	85.8055
678.65	98.8923	96.9087	75.22	77.9049	70.0117	71.6874	78.2213	84.1183	84.1113	64.7874
678.822	67.6339	81.3598	71.9666	79.4801	70.1477	77.7171	88.3697	78.7351	78.1947	70.0918
678.994	87.3707	65.9209	77.0626	72.0741	84.3484	71.2053	82.9228	84.3627	74.0026	73.2251
679.167	80.5302	66.7831	75.5876	79.3408	68.2413	67.9562	73.4179	79.4906	65.0425	73.1817
679.339	79.3614	82.7275	86.9043	69.2458	65.2748	65.7006	63.8505	74.035	74.386	75.2154
679.511	72.198	85.9202	77.0654	81.7185	57.0327	78.3495	90.0693	78.1171	56.3272	61.4419
679.683	74.9371	86.3325	73.2006	70.5342	67.8128	76.6249	65.1408	74.4302	66.3949	74.5396
679.855	87.945	82.0212	85.1324	75.6757	68.13	82.1298	72.954	71.1795	78.6775	83.7936
680.027	87.9434	81.495	63.1865	81.3982	65.4714	83.7423	81.0003	83.867	69.9419	82.7274
680.199	88.8674	79.1946	89.2704	66.4198	75.6636	88.7687	80.6659	77.1056	86.2097	84.8955
680.372	91.2549	70.8868	80.4166	80.9619	60.3949	81.8784	80.7424	79.1479	84.317	85.1464
680.544	78.2426	86.9649	79.5388	88.8342	86.1119	84.7511	73.4364	80.2334	77.907	88.1997
680.716	82.1934	88.7718	80.6348	90.9947	73.819	91.5543	84.1728	85.0766	82.929	79.4758
680.888	81.6418	79.299	89.5398	81.521	89.3261	77.0851	77.1983	80.2429	73.0998	84.2774
681.06	78.1171	88.7995	73.7035	71.9291	79.914	69.4552	84.0221	85.8181	95.0908	85.7492
681.232	77.6588	82.8084	77.8882	82.3485	79.6292	71.6905	80.7075	80.8966	79.1064	84.9227
681.404	95.1362	78.6705	73.743	70.3594	67.2792	87.5334	76.5698	82.2986	64.2502	73.8332
681.576	88.8434	74.5599	76.9469	82.1268	67.2823	84.2913	80.3039	95.4701	73.1761	76.6803
681.749	71.9243	74.3972	64.6505	78.7657	70.6872	76.647	73.5463	63.9167	66.7681	87.4156
681.921	77.1856	85.1887	71.3507	67.6159	79.3374	83.8661	81.4832	81.6729	85.9446	86.5961
682.093	94.9894	74.8324	64.2073	61.8996	80.7439	75.2914	71.3058	73.9904	68.6356	78.1983
682.265	74.7434	44.4862	72.2832	56.0207	70.8224	75.8937	74.9335	74.2302	67.9683	74.1619
682.437	89.3917	73.3602	60.2534	67.2033	71.0702	73.1034	56.664	54.5391	62.3604	56.6054
682.609	45.0603	52.345	68.9589	46.0107	43.1142	64.1889	51.3118	44.3825	53.6256	33.1016
682.781	55.5626	63.3786	76.2427	76.0725	68.0205	61.5193	69.6347	64.8445	66.2551	61.2184
682.954	87.3591	59.6496	63.7932	60.0702	61.2613	52.6389	62.344	79.9378	71.754	64.9484
683.126	70.9137	68.9603	66.5322	66.3612	79.2684	75.0891	79.8192	70.5978	63.837	59.8753
683.298	78.3564	60.092	68.3055	55.3638	61.8719	70.2918	65.9721	62.435	60.2907	66.4438
683.47	79.3813	71.0941	66.3671	66.9008	68.7853	66.403	67.9321	72.8904	63.6781	64.1583
683.642	84.1788	53.6581	75.7708	68.7111	78.5373	59.21	76.8051	62.5126	58.4285	68.797
683.814	74.4229	48.93	76.4324	64.394	62.035	79.833	68.6128	72.8733	66.8334	68.7288
683.986	71.9457	80.2984	71.8202	80.3707	58.9658	78.2617	66.6298	69.1322	62.8929	73.8676
684.159	75.9928	82.2271	70.449	63.2693	71.6913	66.3446	79.5874	58.5549	66.4764	53.2717
684.331	77.6644	65.6736	70.3703	74.9579	65.8239	74.7802	54.6329	72.1683	62.5269	73.2005
684.503	64.0764	68.6919	65.5343	59.635	52.2311	60.9238	45.0748	59.751	55.1709	66.928
684.675	66.5275	56.4098	68.3551	61.4162	59.0068	45.3346	73.7694	68.1277	64.8159	56.7415
684.847	59.6503	73.7001	61.0914	64.8135	60.6556	63.4222	55.2406	44.8734	68.8685	65.8123
685.019	51.195	60.5347	49.8701	62.5477	37.8623	60.9088	59.6234	57.887	35.0178	56.8623
685.191	47.8334	55.2681	50.4613	57.6062	44.8747	42.4191	55.1914	77.7831	42.7481	51.7758
685.364	56.1327	74.8484	47.5853	51.853	52.8894	54.4336	37.9263	60.7832	60.6235	69.6749
685.536	48.6394	63.2214	47.9129	57.3816	70.14	47.9141	54.3507	64.1592	39.8597	51.4196
685.708	61.6007	46.8152	45.0936	64.8631	43.5844	54.1454	58.097	49.102	47.2756	52.324
685.88	72.2556	60.5815	54.5232	53.5957	58.8843	46.9172	53.2856	63.5553	64.7682	61.5914
686.052	50.4018	50.6471	39.7601	65.275	47.2218	56.5829	65.6112	52.9984	63.1892	53.8656
686.224	70.5946	54.3348	56.1482	50.1636	54.8736	57.2406	41.9248	58.2506	52.6844	52.3122
686.397	47.06	58.0646	53.721	68.6507	50.6865	49.7489	63.4728	42.3901	54.4374	55.8235
686.569	74.4046	69.0416	53.1556	54.2186	53.886	50.7079	51.2157	52.1697	47.4545	57.2682
686.741	51.1918	73.2674	71.5836	63.2617	61.8217	64.6342	66.7107	67.6757	51.7395	70.8106
686.913	58.9894	65.6435	70.0849	43.7873	62.5008	66.4492	62.4326	67.034	64.7443	83.568
687.085	70.7106	65.222	53.9191	63.3117	55.6751	61.7114	56.4846	58.6286	61.6115	66.9065
687.257	63.1293	57.9271	87.381	75.2129	53.9089	64.6844	65.9041	72.0646	74.1949	79.0945
687.429	58.2456	62.8622	73.4015	77.9317	63.6303	51.447	71.9921	67.0746	66.6564	54.7031
687.602	72.9067	56.62	76.1704	55.7678	56.7722	61.8004	52.1182	61.6918	52.7902	61.7227
687.774	68.6596	51.0597	69.2291	54.1965	39.9367	65.4933	54.1741	33.2908	53.6509	66.1588
687.946	73.1795	73.5626	68.0092	49.6117	52.1744	35.5987	70.4979	58.8949	55.791	57.4408
688.118	59.2874	50.8443	49.0341	45.0532	44.3862	48.7457	53.5487	45.3653	66.3594	49.1759
688.29	55.9755	49.883	55.0388	54.8213	51.656	59.7356	41.3392	39.4487	48.5483	51.6924
688.462	40.1597	52.9872	52.4127	44.7304	44.3035	45.411	58.1341	74.4084	37.2189	53.0504
688.635	63.7553	55.4948	59.1201	43.0511	53.2672	33.8272	61.8454	41.1439	31.3621	55.5449
688.807	50.2896	57.1175	55.7792	59.7323	51.6743	49.6051	49.3967	48.0201	58.2035	71.6413
688.979	73.3707	61.4831	60.1086	49.3485	55.3345	48.1235	68.021	59.4994	65.5436	45.1728
689.151	48.8642	37.7174	54.8468	59.4657	69.6221	55.0603	42.5954	55.8886	53.5829	63.0883
689.323	80.0845	64.904	54.9017	67.2379	48.0267	65.6884	45.9524	53.4472	45.3128	67.6228
689.495	55.9328	52.6703	52.2768	51.3474	58.8768	44.6114	59.9987	44.9611	46.1955	39.921
689.668	65.9958	62.1063	53.7794	59.4491	60.1275	50.5905	68.952	54.7605	44.2187	54.7444
689.84	66.0383	62.9976	53.373	67.3568	63.0076	65.5884	57.5989	61.3718	68.038	53.6903
690.012	65.9233	56.7535	58.4196	52.8462	45.3092	48.4962	50.812	63.0184	48.8379	55.0805
690.184	69.8973	61.3698	56.3869	52.0951	55.6159	60.1844	56.4906	40	47.549	44.9415
690.356	60.2832	45.4428	55.2292	57.0773	47.9532	63.8929	69.0954	67.3613	46.6867	42.7545
690.528	55.6196	60.6263	48.061	45.986	48.24	51.5973	46.9996	54.0705	46.5943	61.8474
690.701	46.1192	51.712	63.7716	47.8237	47.7312	39.5595	46.6879	48.6752	41.397	55.8623
690.873	48.0762	55.4546	46.3485	48.7988	33.1322	43.7989	49.2186	37.4147	53.76	43.4921
691.045	51.8279	37.9381	52.0773	50.5829	43.6113	59.5744	47.6578	56.7489	43.719	46.0776
691.217	44.3359	43.41	60.0139	57.3277	45.3796	58.6436	43.4952	48.4796	55.7744	41.3158
691.389	38.9074	52.4519	42.7152	33.6746	37.7721	59.1985	44.011	51.9848	57.3179	48.5736
691.561	43.9673	49.9816	48.5873	39.0897	39.2307	39.6105	49.8884	33.5454	47.7165	45.0966
691.734	55.5513	44.0982	39.0956	55.4613	38.5385	61.4034	49.2387	36.4238	27.9832	47.8386
691.906	49.2956	53.5086	36.4123	53.0292	43.3138	45.892	46.1807	53.6753	54.4813	55.4549
692.078	36.4066	34.396	48.6711	26.4777	17.7923	50.2897	39.1328	29.1328	36.3568	41.5482
692.25	47.8531	43.2404	19.3824	37.3324	48.9161	47.0802	50.9802	41.7916	37.7728	51.7879
692.422	40.4307	35.2306	48.664	45.152	52.9101	44.0692	47.7636	45.5996	50.7992	30.9408
692.594	58.4134	48.6139	56.0319	50.7195	35.8484	46.2343	36.5124	55.1717	36.9426	53.1343
692.767	46.8955	41.3381	37.7476	35.8434	43.7613	26.79	40.0448	49.0597	37.0756	47.0285
692.939	30.1938	57.4951	50.1259	23.7481	33.6331	33.2252	44.857	35.542	33.9306	52.6185
693.111	28.5241	44.7003	36.9249	36.0182	25.5915	47.1037	56.5612	46.833	47.0154	52.1779
693.283	38.5963	51.1845	27.8631	41.7054	45.6293	54.5843	44.3099	45.544	33.5685	47.899
693.455	38.314	52.2938	70.4206	43.8132	39.9648	44.9328	29.8809	49.643	43.6485	52.3954
693.627	49.4359	45.0899	44.6872	50.9503	38.3401	55.6545	56.74	49.0112	43.6159	38.6184
693.8	39.0074	45.2159	38.0437	45.8969	35.6797	24.7193	57.2593	47.7414	41.352	53.6768
693.972	47.0848	50.7051	23.0247	36.4538	54.7074	37.9714	44.0344	37.1038	46.4431	52.1987
694.144	53.2427	59.2444	54.8686	41.4899	43.3973	48.7458	43.0951	46.4976	44.4901	45.4689
694.316	41.9621	57.2345	32.9323	32.6201	41.423	51.4984	34.816	40.772	55.3427	44.4818
694.488	73.2644	52.7071	52.8657	45.8656	51.0928	51.8987	48.4514	55.3695	53.3647	59.0654
694.66	38.8586	41.905	41.4679	36.2492	44.0094	60.3171	50.4056	37.4926	48.8283	41.5706
694.833	54.4502	43.7691	40.978	51.0575	33.1241	57.0762	56.1889	54.458	31.6661	51.6708
695.005	45.8014	64.9939	50.5804	51.4494	29.701	43.1111	64.8715	49.1481	42.8091	47.729
695.177	56.2174	43.031	43.404	36.3673	47.3702	52.1225	45.0929	27.5249	52.4189	49.2441
695.349	51.7834	71.8514	41.3246	50.919	65.9034	59.3672	32.7139	38.2976	49.7611	59.8525
695.521	47.1039	58.2616	41.9893	54.366	47.7534	49.9336	48.4386	47.0878	48.4499	44.4723
