?	Curve-1_E	Curve-2_E	Curve-3_E	Curve-4_E	Curve-5_E	Curve-6_E	Curve-7_E	Curve-8_E	Curve-9_E	Curve-10_E
nm	s.u	s.u	s.u	s.u	s.u	s.u	s.u	s.u	s.u	s.u
406.002	183.586	265.957	167.567	207.433	253.854	160.581	178.578	250.646	218.187	217.452
406.174	219.012	184.585	232.106	214.079	262.955	145.417	228.676	260.809	194.466	222.141
406.345	130.395	106.134	244.967	261.895	251.058	190.681	165.853	169.739	235.18	263.247
406.516	254.802	213.202	184.368	244.11	193.704	276.834	219.872	237.386	100.543	200.678
406.687	234.52	155.034	163.761	161.677	194.055	206.852	153.709	164.08	174.76	206.344
406.859	213.341	138.578	225.854	207.095	223.611	217.221	178.559	177.678	246.938	195.42
407.03	194.151	227.9	118.351	156.178	286.139	193.341	171.801	195.172	181.336	190.372
407.201	226.785	148.326	139.214	114.818	123.805	240.363	280.864	174.115	197.079	211.966
407.372	224.52	267.005	199.574	259.241	315.979	218.625	308.219	295.515	232.945	207.713
407.544	217.896	196.838	179.388	244.001	282.002	243.49	82.6679	237.243	219.511	201.529
407.715	189.304	203.223	168.925	139.362	168.052	216.97	131.493	131.844	111.578	180.158
407.886	175.057	246.408	199.561	286.204	141.696	229.926	207.505	313.676	168.674	239.654
408.057	260.424	209.558	205.93	299.09	229.061	175.712	311.551	268.237	251.697	211.939
408.229	392.335	376.433	418.285	435.247	387.162	410.721	420.664	394.536	491.33	407.785
408.4	615.054	583.812	540.796	555.227	561.136	461.896	501.504	538.689	526.322	560.134
408.571	686.832	620.222	731.518	674.264	571.687	641.743	727.08	630.292	702.683	753.827
408.742	888.168	790.405	942.291	850.532	807.955	891.597	849.271	906.518	863.388	933.764
408.914	1150.06	1116.62	1305.86	1307.15	1293.48	1209.64	1329.8	1226.28	1228.1	1207.98
409.085	1498.79	1435.66	1498.29	1480.99	1518.2	1558.41	1547.11	1519.51	1528.35	1739.34
409.256	1700.71	1790.07	1617.8	1697.03	1810.45	1630.26	1658.39	1559.37	1667.92	1772.98
409.428	2235.3	2258.32	2329.35	2182.41	2133.38	2230.93	2172.9	2054.14	2220.61	2207.06
409.599	2446.37	2375.71	2486.9	2457.74	2414.35	2400.96	2288.77	2632.53	2403.49	2532.9
409.77	2460.12	2438.08	2459.53	2457.51	2482.51	2413.71	2430.28	2463.11	2507.03	2400.22
409.941	2903.92	2789.28	2720.27	2660.92	2735.58	2661.58	2786.74	2822.05	2792.42	2739.21
410.113	2505.31	2582.8	2446.19	2702.46	2479.8	2657.67	2646.04	2612.82	2606.37	2598.49
410.284	2008.17	2202.3	2100.01	2031.26	2044.7	2130.41	2103.68	2073.19	2172.38	2213.53
410.455	1190.42	1098.21	1159.87	1189.91	1188.03	1156.41	1234.08	1248.91	1228.86	1216.76
410.626	645.288	759.41	699.847	613.546	642.872	692.188	755.022	729.373	712.251	658.375
410.798	380.638	404.951	306.248	328.683	329.839	407.93	371.908	413.266	429.221	389.81
410.969	115.286	155.417	192.23	128.793	179.668	194.18	240.764	252.642	150.44	202.908
411.14	200.754	202.422	168.631	169.821	160.526	125.221	178.056	131.198	236.768	205.565
411.312	147.885	133.604	220.362	283.152	143.662	312.039	175.601	192.459	229.056	144.033
411.483	113.926	170.872	203.917	70.0072	180.024	122.203	145.459	121.72	88.0283	215.64
411.654	159.729	153.742	146.805	148.076	210.005	235.322	156.908	202.247	231.036	158.305
411.825	113.713	121.14	124.89	110.187	175.715	126.496	87.2751	82.748	154.509	185.38
411.997	84.6253	197.898	110.11	68.3057	110.162	185.03	124.896	194.272	170.355	200.528
412.168	73.3387	234.192	231.808	67.4197	192.552	187.567	206.557	98.3186	165.864	182.676
412.339	111.436	129.141	87.5418	122.007	92.9363	154.817	102.664	124.273	135.933	91.7418
412.51	112.147	83.4197	82.1	128.781	171.945	136.215	63.9175	172.07	115.992	145.915
412.682	157.248	178.032	116.34	149.349	159.03	95.8261	111.015	256.648	154.403	156.83
412.853	169.814	189.815	192.844	136.051	102.869	128.022	163.816	174.926	136.867	211.317
413.024	105.164	145.326	153.455	210.853	187.074	220.755	175.294	160.066	125.253	148.435
413.196	125.9	140.226	111.576	192.858	109.757	169.166	168.457	181.482	104.098	126.524
413.367	197.373	143.261	135.836	224.728	156.793	162.298	168.837	133.11	195.605	145.303
413.538	179.06	139.479	95.8922	194.455	188.247	203.47	198.524	133.287	169.868	153.239
413.709	124.327	177.696	150.069	143.098	158.533	166.965	215.051	164.669	144.915	137.031
413.881	116.236	37.5514	167.696	106.669	146.995	115.185	160.655	135.998	164.621	95.6586
414.052	126.953	201.267	126.254	91.9394	166.989	46.1537	122.294	142.402	117.34	24.0301
414.223	184.471	113.817	80.9973	181.935	201.939	212.063	163.988	159.466	200.518	75.2129
414.395	225.952	84.6389	180.768	156.048	144.827	134.823	124.812	126.238	165.141	132.267
414.566	131.311	192.165	132.596	104.04	158.692	110.457	61.3373	140.907	162.218	71.4
414.737	165.804	130.486	196.905	115.627	185.557	200.766	73.1669	124.299	112.209	200.275
414.908	126.695	173.612	157.965	145.748	199.473	221.437	156.912	167.604	114.632	169.469
415.08	120.667	161.707	115.949	170.752	218.537	168.219	149.333	212.502	178.639	169.766
415.251	165.307	175.279	238.592	229.361	174.344	136.187	103.216	150.456	127.092	172.142
415.422	167.588	148.078	154.886	134.986	158.248	118.448	138.834	98.1702	110.738	127.992
415.594	193.466	125.5	160.076	199.084	174.725	198.575	143.687	174.772	144.652	138.767
415.765	154.349	160.986	150.638	190.338	169.238	88.3884	143.514	197.682	131.289	126.457
415.936	166.956	198.347	50.2391	94.8393	145.373	155.23	156.548	210.146	235.792	120.933
416.107	185.529	119.589	145.751	216.211	199.861	159.052	223.867	241.875	149.608	130.26
416.279	259.212	180.162	184.8	267.358	133.805	133.033	177.989	202.663	184.755	164.568
416.45	230.325	201.767	168.669	199.756	163.267	211.822	185.09	169.079	222.792	185.242
416.621	162.955	140.461	131.649	221.596	192.261	169.493	173.667	280.163	92.4399	183.364
416.793	214.881	153.442	123.255	147.377	227.549	198.835	97.2488	208.591	177.155	269.316
416.964	172.905	144.236	195.501	97.5423	213.379	189.3	241.125	213.39	188.656	190.777
417.135	136.548	184.697	250.652	136.944	176.124	182.167	102.731	242.301	200.981	145.7
417.306	235.193	170.702	185.5	178.635	186.859	236.139	199.48	135.879	219.442	118.64
417.478	144.483	157.813	181.649	170.679	112.722	164.621	146.472	193.186	186.26	158.618
417.649	170.191	152.862	107.872	163.971	173.614	116.824	179.674	161.472	96.6578	153.682
