?	Curve-1_E	Curve-2_E	Curve-3_E	Curve-4_E	Curve-5_E	Curve-6_E	Curve-7_E	Curve-8_E	Curve-9_E	Curve-10_E
nm	s.u	s.u	s.u	s.u	s.u	s.u	s.u	s.u	s.u	s.u
411.654	393.917	343.847	413.335	375.073	480.42	413.232	457.939	474.509	382.312	360.407
411.825	391.765	394.227	293.465	383.971	391.415	346.333	449.507	331.142	370.83	338.26
411.997	524.995	414.548	413.953	403.236	363.381	538.85	431.512	528.174	386.27	379.88
412.168	396.863	388.631	412.58	404.79	429.594	401.415	300.122	362.474	316.477	320.255
412.339	328.765	419.119	347.515	332.948	422.346	364.194	341.345	390.055	389.155	363.058
412.51	393.869	391.028	373.707	382.814	326.793	417.9	383.584	407.065	328.808	461.098
412.682	385.918	401.284	475.431	406.268	345.393	399.835	339.972	370.725	395.199	318.146
412.853	351.124	426.852	390.214	449.102	433.63	403.908	388.422	347.538	339.026	336.205
413.024	361.803	301.934	410.19	363.026	372.989	350.469	343.678	336.488	392.801	399.321
413.196	351.008	323.075	276.656	341.721	428.742	432.277	344.306	408.623	282.26	294.174
413.367	409.39	385.129	344.894	318.745	384.341	427.044	365.584	419.389	334.865	397.024
413.538	344.847	351.719	416.209	368.333	409.166	293.123	343.427	358.258	415.495	432.768
413.709	400.905	334.367	324.273	300.503	405.677	367.483	368.895	379.271	355.001	395.806
413.881	360.083	387.647	436.88	280.004	349.728	320.061	365.527	304.643	289.716	416.182
414.052	387.815	370.579	337.27	311.155	353.992	329.812	252.326	387.542	397.506	345.395
414.223	303.124	378.714	378.86	399.104	391.716	342.727	419.111	379.931	372.144	385.062
414.395	370.418	358.498	331.569	346.771	343.214	279.381	392.759	335.912	473.772	402.556
414.566	319.365	418.787	379.353	363.018	334.846	361.983	387.999	368.556	373.621	405.357
414.737	453.043	494.803	415.435	367.596	417.91	420.395	360.685	430.492	510.943	402.368
414.908	445.31	381.974	396.411	303.379	489.304	376.428	382.028	348.199	335.944	398.986
415.08	390.226	374.525	424.202	426.818	315.002	429.8	367.419	446.615	406.231	407.407
415.251	436.552	416.241	383.95	394.046	395.681	507.47	374.696	348.763	412.371	418.892
